"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc"
"35","37.2","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 9:00:00",6963,19.076,60,10,13.5998898988146,167119,144391,"Temperate",12.08705,11.9485008787261,12.455,13.596
"36","38.1","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,5,22.3600129540841,126601,98293,"Temperate",12.738,12.1286748260698,13.58,15.2526
"37","38.2","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,10,7.43990963736463,126601,117182,"Temperate",13.3726666666667,13.325897638777,13.6,14.6128
"38","50","Tasmania, Cape Grim",144.6793,-40.6697,"2012-11-03 13:30:00","2013-11-10 16:30:00",372,1.02,30,10,0,17863,17863,"Temperate",5.054,3.025989424965,5.054,8.2924
"39","52","Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2007-12-06 15:08:00",898,2.46,60,11.7,0,21552,21552,"Temperate",5.341,5.23136751412896,5.994,6.1084
"40","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.849,60,8,0,7440,7440,"Temperate",8.861,8.861,8.861,8.861
"41","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.493,60,6,0,21840,21840,"Temperate",4.38066666666667,4.21199997313183,4.889,5.3354
"42","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.284,60,10.2,0,11253,11253,"Temperate",4.502,4.04809881302322,4.502,6.078
"43","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.54,60,8,0,13491,13491,"Temperate",9.027,9.02419547660621,9.027,9.207
"44","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.14,60,9,0,9984,9984,"Temperate",7.7935,7.33111601326838,7.7935,9.9091
"45","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2007-04-06 0:59:00",239,1.887,60,10.2,0,27315,27315,"Temperate",7.05466666666667,6.86335326941593,7.25,8.5764
"46","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 0:59:00",450,1.232,30,12,0,21578,21578,"Temperate",6.7915,6.7594032280964,6.7915,7.3191
"47","63","Tasmania, Cape Peron",148.0126,-42.7432,"2007-08-28 19:14:00","2010-01-13 14:14:00",869,2.38,60,12,0,20853,20853,"Temperate",6.49,6.48676052570344,6.456,6.6968
"48","65","Tasmania, Swansea",148.0925,-42.1239,"2006-03-06 16:23:00","2007-05-16 14:23:00",436,1.194,60,8.3,0,10462,10462,"Temperate",16.5915,15.8854694611145,16.5915,20.4223
"49","71","Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2007-05-21 19:24:00",719,1.969,60,11,0,17249,17249,"Temperate",8.932,8.9052312154149,8.932,9.4848
"50","76.1","Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00",2825,7.74,60,1,62.3700317085761,67805,25515,"Temperate",15.17,13.5262402284173,17.86,21.872
"51","76.2","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00",2825,7.74,60,3,64.6506208890069,67806,23969,"Temperate",14.848,13.286432416028,16.68,21.642
"52","76.3","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 6:29:00",2577,7.059,60,10,68.2998609359335,61842,19604,"Temperate",13.006,11.5809608798932,10.19,20.636
"53","77.1","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,2,15.3293132033393,68157,57709,"Temperate",19.151625,19.0455405143558,19.92,21.0804
"54","77.2","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,5,15.2999691887847,68157,57729,"Temperate",18.988375,18.8706455709796,18.9,21.5879
"55","77.3","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,7,15.3395836084335,68157,57702,"Temperate",19.045875,18.9201102507366,19.23,21.7552
"56","78.1","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,0.5,24.3902081286027,68179,51550,"Temperate",18.675,18.5193656661342,18.185,21.692
"57","78.2","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,1,17.8500711362736,68179,56009,"Temperate",18.955,18.82049079362,18.88,21.723
"58","78.3","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,2,19.6600126138547,68179,54775,"Temperate",19.0225,18.9038534948246,18.555,21.731
"59","78.4","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,4,15.699848927089,68179,57475,"Temperate",18.54625,18.4151813830575,18.22,21.384
"60","78.5","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,8,24.6102172223119,68179,51400,"Temperate",17.8725,17.4790146710141,19.145,20.81
"61","79.1","Germany, North Sea",6.583333,54,"2010-09-23 3:15:00","2020-07-03 2:22:00",3571,9.783,60,3,68.6502380285634,85704,26868,"Temperate",12.765,12.4337579553135,12.965,15.842
"62","79.2","Germany, North Sea",6.583333,54,"2010-09-23 0:15:00","2020-03-16 6:22:00",3462,9.486,60,6,64.7800710030688,83095,29266,"Temperate",13.71125,13.1056712130156,15.045,17.932
"63","80.1","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-23 1:29:00",3078,8.432,60,6,83.0494706344264,73862,12520,"Temperate",12.14,11.142615574566,13.88,15.95
"64","80.2","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-25 8:29:00",3080,8.438,60,12,84.5705318127089,73917,11405,"Temperate",10.902,10.1073255063226,11.13,14.75
"65","81.1","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-02-03 23:41:00",3424,9.381,60,6,60.3799070310789,82178,32559,"Temperate",11.4811111111111,9.34360205029585,14.54,18.224
"66","81.2","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-04-08 13:41:00",3489,9.558,60,10,61.6995617962771,83751,32077,"Temperate",13.961,12.5386743334117,13.51,19.897
"67","82.1","Germany, North Sea",6.783333,54.68333,"2011-08-08 20:45:00","2018-09-14 5:27:00",2593,7.105,60,4,78.9298839691226,62311,13129,"Temperate",12.125,11.9365986197798,11.64,14.73
"68","82.2","Germany, North Sea",6.783333,54.68333,"2010-09-23 12:45:00","2020-07-03 6:27:00",3571,9.783,60,6,73.8495260525365,85769,22429,"Temperate",10.70125,10.4598913477977,11.285,12.874
"69","82.3","Germany, North Sea",6.783333,54.68333,"2011-08-10 1:45:00","2020-07-03 6:27:00",3250,8.905,60,11,73.5706234950561,78076,20635,"Temperate",11.1728571428571,10.4052388098044,11.32,14.368
"70","83","Germany, Heligoland",7.867,54.16,"2015-04-12 0:23:00","2018-09-25 11:39:00",1262,3.459,30,0.5,57.0299480240904,60605,26042,"Temperate",14.7,14.5928064389686,14.9,16.45
"71","84","Germany, Heligoland",7.891111,54.17972,"2011-04-20 14:31:00","2020-07-03 6:02:00",3362,9.21,30,0.5,56.1797544074755,161487,70764,"Temperate",16.81875,16.5977587448578,17.2,18.93
"72","85","Germany, North Sea",8.117,54,"2011-04-20 11:12:00","2020-07-03 3:36:00",3362,9.21,30,0.5,46.5699992570396,161516,86298,"Temperate",15.885,15.515007710886,17.4,18.76
"73","86","Germany, Elbe River Estuary",8.943783,53.85905,"2012-03-15 0:00:00","2013-10-30 8:30:00",594,1.628,10,3,22.4996494835725,85588,66331,"Temperate",20.3395,20.0552568669663,20.3395,23.0503
"74","87","Germany, Jade Bight",8.188217,53.516566,"2007-04-11 12:20:00","2011-11-14 14:40:00",1678,4.598,10,4,9.81017765583682,241647,217941,"Temperate",22.2222,21.7332618354392,23.824,25.096
"75","88.1","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,3,57.5093331009137,68841,29251,"Temperate",12.56,11.8567086276572,13.32,16.686
"76","88.2","Germany, North Sea",6.333333,55,"2011-05-21 16:30:00","2019-03-19 7:25:00",2859,7.832,60,6,57.369680272602,68965,29400,"Temperate",11.0185714285714,10.4036209245445,11.63,15.112
"77","88.3","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,11,55.2398641785414,68914,30846,"Temperate",11.8971428571429,11.3684979958702,13.21,14.894
"78","89.1","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,5,8.65952612788056,61620,56284,"Temperate",13.463375,11.4498751202708,15.6985,16.402
"79","89.2","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,10,1.31937682570594,61620,60807,"Temperate",12.73175,10.7876263842088,14.151,15.7066
"80","95.1","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,5,0.337322303429443,12451,12409,"Temperate",11.245,11.1540887570433,11.245,12.3866
"81","95.2","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,10,1.71873745080716,12451,12237,"Temperate",11.1545,11.0676176298244,11.1545,12.2661
"82","98","Ecuador, Cerro Mundo",-82.581667,-0.871389,"2019-07-28 12:15:00","2020-08-26 13:30:00",395.0520833,1.082,15,8,0,37926,37926,"Tropical",8.7955,7.27751056337262,8.7955,12.7471
"83","102","Spain, Columbretes Nature Reserve",0.682778,39.897111,"2004-06-28 20:00:00","2020-10-21 16:00:00",5958.833333,16.326,60,5,0.0699232242997189,143014,142914,"Temperate",14.5773470588235,14.4283438451323,15.171,15.768
"84","103","Canada, Bay Bulls",-52.79167,47.30972,"2011-01-18 1:30:00","2015-03-21 9:30:00",1523.333333,4.174,30,4,19.1597604004267,73122,59112,"Temperate",14.8142,11.9125252027896,17.446,19.3412
"85","107","Hawaii, Kaneohe Bay",-157.7843583,21.43118497,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,3,18.9901333547742,87061,70528,"Subtropical",8.052,8.05194032516387,8.052,8.0768
"86","108","Hawaii, Kaneohe Bay",-157.7728388,21.41945634,"2017-07-19 18:00:00","2019-10-03 15:00:00",805.875,2.208,10,1.2,48.8698544555223,116047,59335,"Subtropical",6.45233333333333,6.11794735852825,6.404,8.452
"87","109","Hawaii, Kaneohe Bay",-157.7836392,21.42834351,"2017-07-25 18:10:00","2019-05-20 22:40:00",664.1875,1.82,10,3,23.2204842959307,95644,73435,"Subtropical",8.019,8.01131449888219,8.019,8.2998
"88","110","Hawaii, Kaneohe Bay",-157.7837221,21.42788644,"2017-07-25 18:00:00","2019-09-29 6:00:00",795.5,2.179,10,3.5,19.3901512836853,114553,92341,"Subtropical",6.17733333333333,5.37288467056055,7.577,8.3674
"89","111","Hawaii, Kaneohe Bay",-157.7920745,21.43665098,"2017-07-14 18:00:00","2019-10-03 15:00:00",810.875,2.222,10,0.7,17.5400584069129,116767,96286,"Subtropical",8.20010573333333,7.38257625958663,9.666,10.91425376
"90","112","Hawaii, Kaneohe Bay",-157.7844176,21.43141631,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,2.6,18.9901333547742,87061,70528,"Subtropical",7.848,7.84448079862524,7.848,8.036
"91","113","Hawaii, Kaneohe Bay",-157.7956053,21.45189766,"2017-07-12 18:00:00","2019-10-03 11:00:00",812.7083333,2.227,10,1.2,13.0700412711162,117031,101735,"Subtropical",6.4876184,5.82759606005245,8.08,8.41748416
"92","114","Hawaii, Kaneohe Bay",-157.7959912,21.44945819,"2017-08-15 18:00:00","2019-05-18 15:50:00",640.9097222,1.756,10,0.5,54.0902786807091,92292,42371,"Subtropical",6.514,6.23801410706965,6.514,8.0148
"93","115","Hawaii, Kaneohe Bay",-157.8015228,21.43813717,"2017-08-22 18:00:00","2019-08-31 23:50:00",739.2430556,2.025,10,0.5,38.5300417089392,106452,65436,"Subtropical",7.702,6.52509712401049,6.198,12.1324
"94","116","Hawaii, Kaneohe Bay",-157.7969448,21.45526048,"2017-07-14 18:00:00","2019-09-18 15:00:00",795.875,2.18,10,2.4,19.6296910310889,114607,92110,"Subtropical",6.94266666666667,6.83562211392619,7.434,7.9428
"95","117","Hawaii, Kaneohe Bay",-157.7954312,21.45097389,"2017-07-14 18:00:00","2019-10-03 12:00:00",810.75,2.221,10,1.5,17.3003623157372,116749,96551,"Subtropical",6.90954483333333,6.23479225501258,7.625,9.4367076
"96","118","Hawaii, Kaneohe Bay",-157.79744,21.45460401,"2017-07-14 18:00:00","2019-10-01 11:00:00",808.7083333,2.216,10,2.1,19.3199089777167,116455,93956,"Subtropical",5.99366666666667,5.38472701031523,7.238,7.9036
"97","119","Hawaii, Kaneohe Bay",-157.8195752,21.47039099,"2018-07-12 18:00:00","2019-07-05 7:50:00",357.5763889,0.98,10,1.4,9.90056707838111,51492,46394,"Subtropical",9.669,9.669,9.669,9.669
"98","120","Hawaii, Kaneohe Bay",-157.8209955,21.47049568,"2017-07-19 18:00:00","2019-03-25 8:00:00",613.5833333,1.681,10,1,16.2703577532057,88357,73981,"Subtropical",10.1815,10.1814990055492,10.1815,10.1851
"99","121","Hawaii, Kaneohe Bay",-157.8226816,21.46056287,"2017-07-20 18:00:00","2019-06-30 0:10:00",709.2569444,1.943,10,1,14.4995789844714,102134,87325,"Subtropical",13.945,13.849055419053,13.945,15.2514
"100","122","Hawaii, Kaneohe Bay",-157.8216828,21.4668835,"2017-07-19 18:00:00","2019-10-03 10:00:00",805.6666667,2.207,10,0.9,48.6299421636484,116017,59598,"Subtropical",6.162,5.79877247109647,6,8.2304
"101","123","Hawaii, Kaneohe Bay",-157.8210831,21.46947225,"2017-07-19 18:00:00","2019-10-02 14:30:00",804.8541667,2.205,10,0.9,14.6902502157032,115900,98874,"Subtropical",15.2412138,14.4040815526501,17.295,19.15711312
"102","124","Hawaii, Kaneohe Bay",-157.8216664,21.46739714,"2017-07-19 18:00:00","2019-10-03 9:30:00",805.6458333,2.207,10,0.7,10.449600910235,116014,103891,"Subtropical",9.472,8.52812211611282,10.377,13.0074
"103","125","Hawaii, Kaneohe Bay",-157.8329455,21.47694941,"2017-07-21 18:00:00","2019-10-02 11:00:00",802.7083333,2.199,10,1.4,35.8600583090379,115591,74140,"Subtropical",7.01965286666667,6.443329390697,5.917,10.02416688
"104","126","Hawaii, Kaneohe Bay",-157.8264895,21.47704119,"2017-07-21 18:00:00","2019-10-02 11:30:00",802.7291667,2.199,10,1.4,35.8496115715349,115594,74154,"Subtropical",5.59733333333333,5.11370883243297,4.527,8.0838
"105","127","Hawaii, Kaneohe Bay",-157.8254695,21.47680893,"2017-07-20 18:00:00","2019-10-02 13:00:00",803.7916667,2.202,10,1.4,18.6899012501404,115747,94114,"Subtropical",6.88466666666667,6.27815680186176,8.297,8.9138
"106","128","Hawaii, Kaneohe Bay",-157.8226305,21.47468311,"2017-07-20 18:00:00","2019-08-03 18:00:00",744,2.038,10,1.1,18.1804605318424,107137,87659,"Subtropical",6.238,4.88439097487894,8.105,8.8322
"107","129","Hawaii, Kaneohe Bay",-157.8339457,21.47959482,"2017-07-21 18:00:00","2019-08-30 22:20:00",770.1805556,2.11,10,1.5,15.219959064802,110907,94027,"Subtropical",8.50833333333333,7.88670401407723,9.996,10.8896
"108","130","Hawaii, Kaneohe Bay",-157.8255025,21.47663006,"2017-12-21 18:00:00","2019-10-02 12:20:00",649.7638889,1.78,10,1.2,17.3597529043359,93567,77324,"Subtropical",9.06,9.05235969236751,9.06,9.3576
"109","131","Hawaii, Kaneohe Bay",-157.8418562,21.49264318,"2017-07-26 18:00:00","2019-07-20 18:00:00",724,1.984,10,1.2,23.490029446464,104257,79767,"Subtropical",9.863,9.86019999797164,9.863,10.051
"110","132","Hawaii, Kaneohe Bay",-157.8279405,21.48684894,"2017-08-29 18:00:00","2019-03-20 8:00:00",567.5833333,1.555,10,2.7,14.5901900089315,81733,69808,"Subtropical",7.9215,7.91993409063484,7.9215,8.0475
"111","133","Hawaii, Kaneohe Bay",-157.8293183,21.49226608,"2017-07-26 18:00:00","2019-05-21 4:10:00",663.4236111,1.818,10,2.4,23.3801578495614,95534,73198,"Subtropical",7.8825,7.87743613112794,7.8825,8.1085
"112","134","Hawaii, Kaneohe Bay",-157.8276872,21.49068257,"2017-12-20 18:00:00","2019-08-03 8:50:00",590.6180556,1.618,10,3.5,14.5302763080541,85050,72692,"Subtropical",8.234,8.20341849474961,8.234,8.8012
"113","135","Hawaii, Kaneohe Bay",-157.828215,21.48967842,"2017-07-26 18:00:00","2019-10-01 10:00:00",796.6666667,2.183,10,3.3,15.4697047619878,114721,96974,"Subtropical",5.957,5.27737094905656,7.503,7.807
"114","136","Hawaii, Kaneohe Bay",-157.8286639,21.493201,"2017-07-26 18:00:00","2019-10-01 8:00:00",796.5833333,2.182,10,3.2,15.4695795447611,114709,96964,"Subtropical",5.93666666666667,5.21664471235247,7.542,7.8116
"115","137","Panama, Punta Donato",-82.14454,9.21583,"2015-06-05 9:15:00","2016-08-17 10:15:00",439.0416667,1.203,15,8,0,42149,42149,"Tropical",4.2925,4.21354672455403,4.2925,4.9481
"116","145","Panama, Cristobal",-82.14454,9.15742,"2015-06-05 13:45:00","2016-08-15 12:15:00",436.9375,1.197,15,5,0,41947,41947,"Tropical",5.5161111,5.45827846822186,5.5161111,6.15344446
"117","146","Panama, Cayo de Aqua",-82.02967,9.1101,"2015-06-02 13:43:00","2016-08-12 14:58:00",437.0520833,1.197,15,6,0,41958,41958,"Tropical",4.823,4.78896074320932,4.823,5.2806
"118","147","Panama, Cayo de Aqua",-82.02958,9.11006,"2015-06-02 13:50:00","2016-08-12 15:05:00",437.0520833,1.197,15,6,0,41958,41958,"Tropical",4.837,4.80161566558591,4.837,5.3042
"119","148","Panama, Drago Mar",-82.19483,9.25448,"2015-06-03 13:45:00","2016-08-13 15:00:00",437.0520833,1.197,15,10,0,41958,41958,"Tropical",4.198,4.13990193120562,4.198,4.7548
"120","149","Australia",113.7887,-23.2805,"2018-02-09 0:00:00","2020-02-26 0:00:00",747,2.047,10,3,4.5301155537376,107569,102696,"Subtropical",9.5849,8.79795309619225,10.5869,12.79674
"121","150","Australia",149.3786,-19.7641,"2015-02-01 0:00:00","2019-04-20 0:00:00",1539,4.216,10,2,7.73992969853396,221617,204464,"Tropical",7.08882,6.73488820651759,7.8702,8.2492
"122","157","Australia",150.8534,-21.028,"2016-03-16 0:00:00","2018-03-06 13:50:00",720.5763889,1.974,10,2.5,2.20982228904052,103764,101471,"Subtropical",7.5466,7.53159220019247,7.5466,7.92716
"123","159","Australia",150.8538,-21.0266,"2013-12-08 0:05:00","2018-03-06 0:00:00",1548.996343,4.244,10,7,3.60014185097567,222769,214749,"Subtropical",6.20368,5.79667826179707,6.8084,7.62312
