"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","climate_classification","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","net_no_of_data"
"25","27","Israel, Hadera Station",34.86307,32.47053,"2011-03-22 08:01:00","2020-06-10 04:51:00",3368,9.2,10,12,38.2,485510,"Subtropical",0.792852247504892,0.567224533753783,0.5653744,1.68484,2.10757900540541,1.6985872414488,1.7341995,2.81117972,3.1307727,2.53285023108509,2.32609465,4.22820087,4.901938675,3.94729941796529,3.46014025,8.59450683,NA,NA,NA,NA,300045
"26","28","Israel, Ashkelon Station",34.49917,31.63472,"2012-07-27 04:50:00","2020-06-10 04:51:00",2875,7.9,10,11,53.14,414026,"Subtropical",0.670579726561324,0.508979153986069,0.4966412,1.30552866,1.41991911,1.24218165203097,1.24706075,2.33604013,2.17321604,1.98526963002578,2.2208709,3.01049158,3.50703852857143,3.32760459619009,3.1988583,4.98989066,NA,NA,NA,NA,194013
"27","29","South Africa, Tsitsikamma ",23.8997,-34.0228,"1991-06-29 14:00:00","1999-07-18 02:00:00",2941,8.1,60,10,0.1,70574,"Subtropical",1.22109644552507,0.728968590058049,0.69,3.03,3.68716369529984,2.59382781595322,2.68,8.094,5.03256077795786,3.84138431235648,4.27,9.962,6.680625,5.59606550315565,6.46,11.463,13.1882608695652,13.137340998972,13.3,14.426,70503
"28","30.1","South Africa, Tsitsikamma ",23.8752,-34.0453,"1997-07-31 08:00:00","1998-12-31 21:00:00",519,1.4,60,12,0.3,12446,"Subtropical",1.39042778483693,0.769478249995696,0.72,3.68,3.78203539823009,2.58749483656438,2.65,8.7,5.12704142011834,3.87560918438458,4.33,9.822,6.95772151898734,5.84841026273424,6.68,11.484,13.5166666666667,13.4944364928669,13.58,14.365,12409
"29","31","South Africa, Mangold ",25.5867,-34.0487,"1992-01-28 15:00:00","1997-05-02 09:00:00",1921,5.3,60,5,3.14,46099,"Subtropical",1.41725746268657,0.95128453493941,0.83,3.4,4.23709956709957,3.2440513452306,3.4,8.89,5.42741379310345,4.44358899409598,4.61,10.095,6.7797247706422,5.89180146913955,6.47,11.7,12.9733333333333,12.9480679786697,13.04,13.832,44651
"30","32","United Kingdom, English Channel",-4.13,50.15,"2009-03-17 01:05:00","2009-12-09 22:05:00",268,0.7,60,1.5,19.95,6430,"Temperate",0.567553475935829,0.411492992505418,0.43,1.17,1.66227272727273,1.29714406768883,1.265,3.194,2.33860869565217,1.90540809713519,1.84,4.592,3.44962962962963,3.08771787198507,2.905,5.807,NA,NA,NA,NA,5147
"31","33.1","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.1,60,5,17.06,106077,"Temperate",0.604583560895685,0.428838858458213,0.384,1.25,1.74224908424908,1.3995294627094,1.36,3.07,2.52629927007299,2.11850076284247,2.01,4.69,3.7865625,3.30623358161333,3.151,6.545,13.2515,13.1876190984163,13.3615,14.578,87980
"32","33.2","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.1,60,10,9.8,106077,"Temperate",0.704843506656619,0.455236013215249,0.41,1.54,2.03571596244131,1.53610258569853,1.435,4.55,2.81926635514019,2.26709669148976,2.075,5.7545,4.09512871287129,3.46758358835158,3.18,7.59,12.8783333333333,12.8143192293326,12.42,14.6242,95681
"33","34.1","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.5,60,5,21.35,100824,"Temperate",0.809544518473652,0.519865182308672,0.5,1.8895,1.86232211538462,1.43884810514791,1.53,3.4633,2.51257692307692,2.03186811896333,2.0585,4.5826,3.69065306122449,3.10989669970083,3.451,6.3652,13.3744,13.3329490748032,13.817,14.4336,79298
"34","34.2","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.5,60,10,25.46,100824,"Temperate",0.966174816235219,0.553793536145501,0.502,2.3456,2.2422899408284,1.66864543822159,1.784,4.406,2.95835714285714,2.32022244117028,2.71,5.109,4.216775,3.47145479947758,3.905,6.631,12.9493333333333,12.9051260320417,12.438,14.0556,75154
"35","35.1","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,17,60,5,21.9,148641,"Temperate",0.64957261067439,0.435667766696396,0.4295,1.42,1.80038589211618,1.33830991153869,1.218,3.578,2.52761983471074,1.99354440236793,1.781,4.762,3.79036842105263,3.11522858466165,3.038,6.8356,13.7015,13.6676317459163,13.5855,14.9145,116089
"36","35.2","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,17,60,10,6.97,148641,"Temperate",0.70971078686816,0.452989417625185,0.43,1.5944,1.77037335285505,1.31221136086395,1.196,3.6892,2.46624340175953,1.92222656005002,1.745,5.132,3.5922,2.97700435194668,2.8255,7.231,12.8114,12.7406317200367,12.826,14.5138,138281
"37","36.1","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 09:00:00",6724,18.4,60,5,29.93,161380,"Temperate",0.840221396731055,0.443253475433782,0.333,2.261,10.107,7.41961454524425,10.107,15.5974,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,NA,NA,NA,NA,113079
"38","36.2","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 09:00:00",6724,18.4,60,10,1.31,161380,"Temperate",0.862426741031052,0.446064808270449,0.33,2.37,2.8609145021645,1.54741481481722,1.431,7.614,3.87410367170626,2.33820650609809,2.578,9.0132,5.12521100917431,3.60071410780933,4.388,10.3147,12.6137222222222,12.561898012998,12.8035,13.6369,159266
"39","37.1","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 09:00:00",6963,19.1,60,5,34.49,167119,"Temperate",0.592636882546652,0.386954377932679,0.33,1.4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109480
"40","37.2","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 09:00:00",6963,19.1,60,10,13.6,167119,"Temperate",0.958750652246256,0.485077821395058,0.333,2.76,2.29739350180505,1.24791867637502,1.15,5.9641,3.05704496402878,1.84498687431889,1.794,7.4411,4.33177985074627,2.97958633738457,3,9.4727,12.924125,12.8863869464115,12.956,14.0973,144391
"41","38.1","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 09:00:00",5275,14.5,60,5,22.36,126601,"Temperate",0.726281838181374,0.433931953782526,0.429,1.78,2.16718536585366,1.40741406265515,1.409,4.68,3.13855238095238,2.19584094845524,2.199,6.323,4.50902040816327,3.47421200006649,3.459,8.0374,14.7526,14.6719382778018,14.697,16.2468,98293
"42","38.2","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 09:00:00",5275,14.5,60,10,7.44,126601,"Temperate",0.914984832957573,0.483217537894467,0.454,2.5202,2.127460456942,1.35080722914086,1.335,5.1154,2.90710034602076,2.01882560425309,2.115,6.3854,4.23,3.21211136032354,3.553,8.3388,13.7274545454545,13.68061078615,14.176,15.03,117182
"43","49","Tasmania, Bluff Hill Point",144.6082,-41.0041,"2009-05-31 16:00:00","2011-11-07 13:00:00",890,2.4,120,10,0,10680,"Temperate",0.356822272215973,0.304431590893822,0.31,0.621,1.02903937007874,0.896924388441116,0.943,1.6868,1.48280952380952,1.29733164725293,1.203,2.658,2.05203448275862,1.86291675076169,1.8,3.3996,6.589,6.55695966130645,6.589,7.1082,10680
"44","50","Tasmania, Cape Grim",144.6793,-40.6697,"2010-03-02 19:00:00","2012-11-03 11:45:00",977,2.7,120,10,0,11721,"Temperate",0.342600593912398,0.29113750607013,0.288,0.619,0.975135416666667,0.879720575008221,0.8865,1.6178,1.36920833333333,1.26650075650285,1.336,2.0285,2.08640909090909,1.93663437636696,2.083,3.0327,8.97733333333333,8.93909370082337,9.102,9.7524,11721
"45","51","Tasmania, Granville Harbour",145.0001,-41.7778,"2009-11-08 16:00:00","2012-03-29 13:00:00",872,2.4,120,10,31.33,10464,"Temperate",0.413454849498328,0.335767661414075,0.336,0.7639,1.03562295081967,0.922467585725141,0.951,1.669,1.33426666666667,1.20705043170246,1.3185,2.1187,1.95528571428571,1.81555081715146,2.0015,2.7354,6.795,6.795,6.795,6.795,7186
"46","52","Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2007-12-06 15:08:00",898,2.5,60,11.7,0,21552,"Temperate",0.46736628039082,0.387272937487415,0.404,0.842,1.17030524642289,1.06403962017233,1.037,1.9096,1.54158280254777,1.41917574447624,1.3475,2.5185,2.09313605442177,1.95020618311814,1.957,3.2436,6.211,6.16410852812886,6.104,6.989,21552
"47","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.8,60,8,0,7440,"Temperate",0.373532380952381,0.31159860204993,0.333,0.6801,1.0738,0.967578116023184,1.0045,1.7171,1.53345333333333,1.41832062237635,1.458,2.1896,2.28694117647059,2.13829545770687,2.2745,3.3459,10.776,10.733063635328,10.776,11.5448,7440
"48","54","Tasmania, Inner Saddle",145.8977,-43.3059,"2008-04-23 21:00:00","2009-04-21 19:00:00",363,1,120,10,0,4356,"Temperate",0.332773480662983,0.233009373869634,0.217,0.7054,0.996846153846154,0.88094009728607,0.845,1.7315,1.34753846153846,1.24468504251576,1.2075,2.1545,1.932,1.82207565522028,1.931,2.568,6.834,6.834,6.834,6.834,4356
"49","55","Tasmania, New Harbour",146.154,-43.5184,"2017-03-09 13:00:00","2018-04-22 14:00:00",409,1.1,120,10,0,4909,"Temperate",0.342985294117647,0.267876469095292,0.262,0.6972,0.8985,0.780455017179081,0.748,1.5887,1.30031034482759,1.15383357220725,1.005,2.1778,1.91723076923077,1.71892088289436,1.763,2.934,7.16,7.16,7.16,7.16,4909
"50","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.5,60,6,0,21840,"Temperate",0.331482421875,0.238976936164988,0.243,0.691,0.817251984126984,0.583757422636986,0.6975,1.5163,1.10637301587302,0.832228594944487,0.9535,2.0108,1.54984745762712,1.26772557333249,1.383,2.8132,5.52944444444444,5.34318211370517,5.452,7.051,21840
"51","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.3,60,10.2,0,11253,"Temperate",0.267323545861298,0.22930299220536,0.218,0.453,0.747139240506329,0.666448404853445,0.651,1.1695,1.04468987341772,0.940461464305993,0.8725,1.628,1.52827027027027,1.38722718360682,1.4475,2.2193,6.39457142857143,6.36746973096559,6.472,7.0444,11253
"52","58","Tasmania, Hogan Island",146.9962,-39.2099,"2008-04-10 21:00:00","2017-06-04 18:59:00",3342,9.2,120,10,0,40105,"Temperate",0.284426818317869,0.213339047316721,0.214,0.429,0.7051928721174,0.58096023028898,0.548,1.189,1.00009663865546,0.856824581018033,0.789,1.7462,1.5530990990991,1.37492252484739,1.392,2.309,7.06244444444444,6.98139319128548,7.023,8.0976,40105
"53","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.5,60,8,0,13491,"Temperate",0.569039824771008,0.393572369137815,0.382,1.296,1.37273816155989,1.16771966904566,1.213,2.6178,1.75685474860335,1.55577267399355,1.638,3.1838,2.44395180722892,2.2650212680301,2.402,3.8304,8.90483333333333,8.90241616241611,8.833,9.1795,13491
"54","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.1,60,9,0,9984,"Temperate",0.757811270423475,0.592553336068844,0.586,1.5232,1.57396728971963,1.40609213126013,1.391,2.6233,2.00399065420561,1.84147950130768,1.8945,3.1471,2.71282828282828,2.57951766871795,2.647,4.0632,9.7555,9.74558807598055,9.765,10.2084,9984
"55","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2006-01-10 13:55:00",239,0.7,60,10.2,0,5737,"Temperate",0.404948658649399,0.318846185385872,0.311,0.7749,1.10416181229773,0.985991201978512,0.992,1.8142,1.53231818181818,1.41847840467848,1.374,2.4037,2.21366666666667,2.11547253413217,2.1945,2.9801,9.084,9.06514491084241,8.908,9.7412,5737
"56","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 00:59:00",450,1.2,30,12,0,21578,"Temperate",0.446123093681917,0.316990512032596,0.289,0.928,1.11432061068702,0.90083965801605,0.824,2.022,1.44306153846154,1.20464984144863,1.097,2.7606,2.0707,1.78130409804001,1.808,3.2148,8.683,8.59515357628937,8.683,9.6686,21578
"57","63","Tasmania, Cape Peron",148.0126,-42.7432,"2005-05-02 18:31:00","2007-08-28 02:42:00",847,2.3,120,12,0,10169,"Temperate",0.547572877618523,0.403685738602155,0.409,1.143,1.18381172839506,1.03475338760055,1.017,2.1354,1.49328482972136,1.35398882852246,1.341,2.5466,2.05419867549669,1.90079308536654,1.941,3.143,7.49345454545455,7.45098211805828,7.255,8.416,10169
"58","64","Tasmania, Magistrates Point",148.0506,-42.586,"2004-06-21 18:05:00","2017-10-04 14:00:00",4853,13.3,120,10.1,23.45,58241,"Temperate",0.513702935631565,0.395954485634072,0.385,1.0338,1.34861842105263,1.16190971576052,1.0965,2.2131,1.77107894736842,1.56004614235721,1.544,2.6505,2.49308333333333,2.23819948203885,2.2395,3.3665,8.68575,8.6205882540643,8.1065,9.8612,44583
"59","65","Tasmania, Swansea",148.0925,-42.1239,"2005-05-03 14:32:00","2006-03-06 13:32:00",307,0.8,120,8.3,0,3685,"Temperate",0.42837761294673,0.339965263543772,0.343,0.7666,1.27370754716981,1.1838898921369,1.225,1.9626,1.76175471698113,1.66080618777635,1.6785,2.5125,2.6845,2.57795811794,2.6045,3.7359,11.6506666666667,11.6359701168112,11.803,12.1798,3685
"60","66","Tasmania, Franklin Sound",148.263,-40.2288,"2011-05-17 23:00:00","2016-07-16 05:00:00",1886,5.2,120,8,0,22636,"Temperate",0.512430010604454,0.444315710138261,0.454,0.88,1.43156133828996,1.30062258032877,1.356,2.2696,2.01664444444444,1.8756502363672,1.95,3.0824,2.88663492063492,2.73702678083829,2.788,4.2422,11.3324,11.3032176218398,11.447,12.1886,22636
"61","67","Tasmania, Hazards Beach",148.2844,-42.1916,"2005-05-03 14:42:00","2019-06-18 18:00:00",5159,14.1,120,6.5,8.39,61910,"Temperate",0.426165925925926,0.359364170124623,0.368,0.761,1.2295461393597,1.12420181855004,1.127,1.855,1.75258867924528,1.64127649310241,1.688,2.4634,2.61707258064516,2.47799044876454,2.49,3.4638,10.6490909090909,10.5920855613393,10.804,12.175,56716
"62","68","Tasmania, Schouten Island",148.2903,-42.2807,"2007-01-14 19:00:00","2012-02-20 17:00:00",1863,5.1,120,12,0,22368,"Temperate",0.982192803437164,0.72103351652385,0.703,2.2358,1.90160902255639,1.6611484133783,1.702,3.294,2.31181203007519,2.09677398584155,2.241,3.7338,2.971,2.80826444472392,2.779,4.3907,9.5666,9.54275189122921,9.686,10.3098,22368
"63","69","Tasmania, Coles Bay",148.2962,-42.1342,"2007-01-14 21:00:00","2019-04-09 20:00:00",4468,12.2,120,6,0,53633,"Temperate",0.452304162936437,0.372768188837174,0.381,0.8143,1.35303918495298,1.24458697324975,1.2375,2.0759,1.91857680250784,1.81007758696385,1.812,2.803,2.83639597315436,2.69752606029084,2.835,3.8934,11.44875,11.4344569303102,11.5635,11.9782,53633
"64","71","Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2007-05-21 19:24:00",719,2,60,11,0,17249,"Temperate",0.348670200235571,0.236159289203735,0.286,0.7453,0.886148148148148,0.748049431507464,0.824,1.5578,1.20823140495868,1.07350346106398,1.101,1.953,1.77641071428571,1.63001133112974,1.5845,2.879,7.658,7.53950660290045,7.362,9.2084,17249
"65","76.1","Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00",2825,7.7,60,1,62.37,67805,"Temperate",0.739980582524272,0.529342007900065,0.55,1.53,1.72666666666667,1.62074573195915,1.66,2.324,1.73,1.73,1.73,1.73,NA,NA,NA,NA,NA,NA,NA,NA,25515
"66","76.2","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00",2825,7.7,60,3,64.65,67806,"Temperate",0.668615702479339,0.487560716621894,0.51,1.343,1.78333333333333,1.71265845053848,1.46,2.316,1.77,1.77,1.77,1.77,NA,NA,NA,NA,NA,NA,NA,NA,23969
"67","76.3","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 06:29:00",2577,7.1,60,10,68.3,61842,"Temperate",0.852141951837769,0.550269290249549,0.52,2.028,3.59,2.98171275202736,4.32,5.096,5.6,5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,19604
"68","77.1","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.8,60,2,15.33,68157,"Temperate",0.547226572811263,0.37199002096932,0.39,1.11,1.7831875,1.31615531442563,1.325,3.319,2.79486713286713,2.1482496987484,2.025,5.102,4.69714705882353,3.89019331316241,4.01,7.367,19.3798571428571,19.2687216769813,20.1,21.2372,57709
