"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","climate_classification","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","net_no_of_data"
"15","10.2","Belize, Stann Creek, Channel Cay",-88.13632,16.662761,"2001-03-18 20:10:00","2005-01-01 09:40:00",1385,3.8,10,10,64.89,199378,"Tropical",5.38556930693069e-05,5.028638212323e-05,5.315e-05,8.05e-05,0.000277033333333333,0.000179270474498269,0.0001597,0.00052194,0.0003861,0.000312755895228212,0.0003861,0.00056722,0.0006125,0.0006125,0.0006125,0.0006125,NA,NA,NA,NA,70002
"16","11","Belize, Stann Creek, Manatee Cay",-88.192316,16.666483,"2000-08-13 04:50:00","2002-07-05 01:50:00",691,1.9,10,5,55.72,99481,"Tropical",0.000116307284768212,9.52269969717366e-05,9.34e-05,0.00021553,0.000287117391304348,0.000272522657893926,0.000291,0.00042654,0.000368016666666667,0.000350234016788111,0.0003585,0.00051508,0.00051355,0.000500719034138594,0.00051385,0.0006448,NA,NA,NA,NA,44050
"17","12.1","Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,"2001-03-18 19:00:00","2003-03-29 00:50:00",740,2,10,5,46.02,106596,"Tropical",5.39925824175824e-05,5.24164998948389e-05,4.72e-05,8.933e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57541
"18","12.2","Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,"2000-08-05 19:10:00","2001-03-18 16:40:00",225,0.6,10,10,0,32386,"Tropical",0.000125826339285714,0.000113982261612369,0.0001108,0.00020077,0.000253940625,0.000240701856889949,0.00024255,0.00033371,0.000326775,0.000316527165642874,0.0003108,0.0004103,0.000389071428571429,0.000378926382989277,0.0003511,0.00051096,NA,NA,NA,NA,32386
"19","13","Belize, Toledo, Sapodilla Cayes",-88.57228,16.19172,"2002-06-14 14:30:00","2005-08-07 08:45:00",1150,3.2,15,5,16.21,110378,"Tropical",7.51204700530705e-05,6.90437587815847e-05,7.28e-05,0.00011204,0.0001531,0.000147752940908617,0.00015095,0.00020839,0.000196885526315789,0.000190442335961941,0.00019445,0.00027325,0.000266142857142857,0.000258138277365193,0.0002691,0.00035762,0.000705433333333333,0.000697152281592039,0.0007403,0.00079854,92486
"20","14","Belize, Toledo, Snake Cayes",-88.26666,16.108138,"2002-07-12 12:30:00","2005-08-07 08:45:00",1122,3.1,15,5,0.63,107698,"Tropical",5.7455534591195e-05,5.27789996872376e-05,5.34e-05,8.97e-05,0.000119066960352423,0.000114103106635159,0.0001159,0.00016522,0.000156748672566372,0.000150950251627458,0.0001549,0.00021538,0.000207634615384615,0.000200822088105296,0.0002077,0.00026687,0.000641825,0.000633216570827475,0.00066415,0.00073935,107020
"21","25.1","China",117.4844444,23.65277778,"2018-07-01 10:30:00","2018-09-25 09:30:00",86,0.2,30,4,14.73,4127,"Subtropical",6.76236111111111e-05,5.79666138875107e-05,6.225e-05,0.00010997,0.000193688888888889,0.000179364550155908,0.0001646,0.00031662,0.00025965,0.000247788494098287,0.00027365,0.00032752,0.00034695,0.000340070198635517,0.00034695,0.00040195,NA,NA,NA,NA,3519
"22","25.2","China",117.4844444,23.65277778,"2018-07-01 10:30:00","2018-09-25 09:30:00",86,0.2,30,7,5.57,4127,"Subtropical",6.795e-05,5.82764295388284e-05,6.255e-05,0.00011212,0.0001899,0.0001774085040322,0.00014825,0.00031226,0.00026154,0.000253350778687233,0.0002653,0.00032308,0.00035195,0.000345089959285981,0.00035195,0.00040727,NA,NA,NA,NA,3897
"23","25.3","China",117.4844444,23.65277778,"2018-07-01 10:30:00","2018-09-25 09:30:00",86,0.2,30,11.5,14.73,4127,"Subtropical",7.03361111111111e-05,6.11932528009161e-05,6.435e-05,0.00011897,0.000197655555555556,0.00018482275582226,0.0001518,0.00031432,0.000266375,0.000256076831045892,0.00027795,0.00033463,0.000356,0.000350363225810016,0.000356,0.00040648,NA,NA,NA,NA,3519
"24","26.1","China",117.5094444,23.6375,"2019-06-26 11:20:00","2019-10-26 19:00:00",122,0.3,10,0,38.44,17619,"Subtropical",0.000183132824427481,9.34385277262592e-05,8.82e-05,0.0006039,0.0001936,0.000184601223974772,0.00017125,0.00027911,0.00028442,0.00027299788500045,0.0002918,0.00035566,0.0004391,0.00041721361435121,0.0004391,0.00054862,NA,NA,NA,NA,10846
"25","27","Israel, Hadera Station",34.86307,32.47053,"2011-03-22 08:01:00","2020-06-10 04:51:00",3368,9.2,10,12,38.2,485510,"Subtropical",6.70880136986301e-05,4.63469986350787e-05,4.53e-05,0.00015187,0.000189178378378378,0.000154669740965671,0.0001767,0.00027316,0.000275988888888889,0.000229218807649679,0.00022135,0.00039718,0.0004179875,0.000353838342032273,0.000315,0.00069021,NA,NA,NA,NA,300045
"26","28","Israel, Ashkelon Station",34.49917,31.63472,"2012-07-27 04:50:00","2020-06-10 04:51:00",2875,7.9,10,11,53.14,414026,"Subtropical",5.76561324303988e-05,4.24855420836348e-05,4.1e-05,0.00011332,0.0001252,0.000105681939971828,9.575e-05,0.00026369,0.000191033333333333,0.000171478116956472,0.0001814,0.00030186,0.000302014285714286,0.000287078863788066,0.0003422,0.00036568,NA,NA,NA,NA,194013
"27","29","South Africa, Tsitsikamma ",23.8997,-34.0228,"1991-06-29 14:00:00","1999-07-18 02:00:00",2941,8.1,60,10,0.1,70574,"Subtropical",6.91825749681602e-05,4.22641939487411e-05,4.02e-05,0.00016654,0.00020667301458671,0.000148120292206576,0.0001587,0.00044757,0.000280399027552674,0.000216908207551013,0.0002338,0.00057226,0.000370565625,0.000311445695908565,0.0003499,0.00064624,0.000750226086956522,0.000745838499285333,0.0007644,0.00083762,70503
"28","30.1","South Africa, Tsitsikamma ",23.8752,-34.0453,"1997-07-31 08:00:00","1998-12-31 21:00:00",519,1.4,60,12,0.3,12446,"Subtropical",7.88476916560779e-05,4.5256924571128e-05,4.43e-05,0.000198,0.000213700589970501,0.000149687858313947,0.000165,0.0004768,0.000287794082840237,0.000221243366237633,0.0002414,0.00055288,0.000387808860759494,0.000328879245407828,0.000368,0.00066306,0.000773283333333333,0.000771846417769783,0.000785,0.00081915,12409
"29","31","South Africa, Mangold ",25.5867,-34.0487,"1992-01-28 15:00:00","1997-05-02 09:00:00",1921,5.3,60,5,3.14,46099,"Subtropical",8.2551039445629e-05,5.64059784963527e-05,5.165e-05,0.0001871,0.000241979437229437,0.000186805914694623,0.00019415,0.0005057,0.000308909913793103,0.000253444371337226,0.0002563,0.00058786,0.000385147706422018,0.000333619610912198,0.0003536,0.00068394,0.000761477777777778,0.000758842318162073,0.0007642,0.00082106,44651
"30","32","United Kingdom, English Channel",-4.13,50.15,"2009-03-17 01:05:00","2009-12-09 22:05:00",268,0.7,60,1.5,19.95,6430,"Temperate",2.94301247771836e-05,2.04287280869749e-05,2.13e-05,6.35e-05,8.63718181818182e-05,6.47998579151982e-05,6.46e-05,0.00017362,0.00012162347826087,9.58364695522239e-05,8.95e-05,0.00024822,0.000178248148148148,0.000155483474404218,0.0001487,0.00029572,NA,NA,NA,NA,5147
"31","33.1","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.1,60,5,17.06,106077,"Temperate",3.70020207536865e-05,2.44664359310559e-05,2.19e-05,8.057e-05,0.000105022710622711,7.91013610165924e-05,7.37e-05,0.00020454,0.000152503649635037,0.000119691938196216,0.0001129,0.00030724,0.000227328125,0.00018674374285717,0.0001739,0.00043513,0.0008033,0.000797209557643123,0.00080115,0.0009122,87980
"32","33.2","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.1,60,10,9.8,106077,"Temperate",4.32334840492339e-05,2.57576303970921e-05,2.28e-05,0.0001001,0.000124630046948357,8.73975434178658e-05,7.58e-05,0.0002973,0.000171527102803738,0.000128675115436731,0.000117,0.00037785,0.000247706930693069,0.000196290205076954,0.0001833,0.0004973,0.000779211111111111,0.000773990644299308,0.0007508,0.000896,95681
"33","34.1","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.5,60,5,21.35,100824,"Temperate",5.33159297395518e-05,3.06569042789907e-05,2.88e-05,0.00013569,0.000118749519230769,8.31491071758466e-05,9.025e-05,0.00024361,0.000159207692307692,0.000117438604163982,0.00011515,0.00031371,0.000232834693877551,0.000181239699760714,0.0002062,0.00042952,0.00085248,0.000848065888596551,0.0009147,0.00092492,79298
"34","34.2","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.5,60,10,25.46,100824,"Temperate",6.44551933525088e-05,3.3146827143639e-05,3.06e-05,0.00016504,0.000145186982248521,9.80556781264384e-05,0.000117,0.00029946,0.000190380952380952,0.000136349728176288,0.00017105,0.0003671,0.00026852,0.000204394004206885,0.00025075,0.000473,0.0008083,0.000804748262774567,0.0007706,0.00088676,75154
"35","35.1","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,17,60,5,21.9,148641,"Temperate",4.19776582540339e-05,2.55076653193793e-05,2.4e-05,9.76e-05,0.000115217842323651,7.73462196587606e-05,6.93e-05,0.0002565,0.00016072479338843,0.000115458879287572,9.73e-05,0.0003279,0.000239459649122807,0.000181618250694521,0.0001911,0.00045862,0.00087835,0.000875407543008608,0.00086325,0.0009704,116089
"36","35.2","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,17,60,10,6.97,148641,"Temperate",4.54721730067744e-05,2.61404292810511e-05,2.27e-05,0.0001111,0.000111941874084919,7.48981955777279e-05,6.41e-05,0.00025844,0.00015503724340176,0.000109544800094763,9.42e-05,0.0003596,0.000223643125,0.0001702149763855,0.00017815,0.00048911,0.000801313333333333,0.000795682834366926,0.0007914,0.00091788,138281
"37","36.1","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 09:00:00",6724,18.4,60,5,29.93,161380,"Temperate",5.42570791763957e-05,2.59146772018748e-05,2.06e-05,0.0001524,0.000694,0.000466745155304263,0.000694,0.00110488,0.0012076,0.0012076,0.0012076,0.0012076,0.0012076,0.0012076,0.0012076,0.0012076,NA,NA,NA,NA,113079
"38","36.2","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 09:00:00",6724,18.4,60,10,1.31,161380,"Temperate",5.52939704552306e-05,2.5855907362015e-05,2.02e-05,0.00015874,0.000182763744588745,8.97961769457148e-05,8.22e-05,0.0005018,0.00024602656587473,0.000135221126517002,0.000142,0.00060864,0.000323784403669725,0.000208397619839901,0.0002593,0.00071182,0.000842955555555556,0.000836959319170017,0.0008579,0.00094396,159266
"39","37.1","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 09:00:00",6963,19.1,60,5,34.49,167119,"Temperate",4.13810976948408e-05,2.42414462762614e-05,2.14e-05,0.00010688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109480
"40","37.2","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 09:00:00",6963,19.1,60,10,13.6,167119,"Temperate",6.61843926788685e-05,2.96629568183935e-05,2.16e-05,0.00019621,0.000155914981949458,7.46228691803743e-05,6.85e-05,0.0004395,0.000205730215827338,0.000110189616775824,0.00011105,0.00052792,0.000288916417910448,0.000179001225791204,0.0001855,0.00065925,0.00088095,0.000876968305311969,0.00088805,0.00099263,144391
"41","38.1","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 09:00:00",5275,14.5,60,5,22.36,126601,"Temperate",5.29105842092398e-05,2.85042294291004e-05,2.84e-05,0.0001313,0.000156865365853659,9.23494318012e-05,9.68e-05,0.00035362,0.000226325714285714,0.000144528036915127,0.0001526,0.00048978,0.000321095918367347,0.00022984829173978,0.0002432,0.0006785,0.0010559,0.001046516408358,0.0010728,0.0011794,98293
"42","38.2","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 09:00:00",5275,14.5,60,10,7.44,126601,"Temperate",6.57442508710801e-05,3.10522111796262e-05,2.84e-05,0.00018448,0.000149382776801406,8.51402299064088e-05,8.8e-05,0.00037732,0.000202528027681661,0.000127095579184075,0.0001333,0.0004728,0.000291794074074074,0.000202820275894799,0.0002309,0.00065748,0.0009585,0.000953029032139872,0.0009957,0.0010702,117182
"43","49","Tasmania, Bluff Hill Point",144.6082,-41.0041,"2009-05-31 16:00:00","2011-11-07 13:00:00",890,2.4,120,10,0,10680,"Temperate",1.86784026996625e-05,1.56289188002589e-05,1.58e-05,3.442e-05,5.42897637795276e-05,4.6000760958252e-05,4.72e-05,9.568e-05,7.83031746031746e-05,6.64379888061877e-05,5.95e-05,0.0001462,0.000108220689655172,9.51724871169681e-05,8.99e-05,0.00018106,0.0003593,0.000356199494665559,0.0003593,0.00039698,10680
"44","50","Tasmania, Cape Grim",144.6793,-40.6697,"2010-03-02 19:00:00","2012-11-03 11:45:00",977,2.7,120,10,0,11721,"Temperate",1.85599851521901e-05,1.52594042625243e-05,1.48e-05,3.488e-05,5.31098958333333e-05,4.61367049058011e-05,4.525e-05,9.255e-05,7.480625e-05,6.64295390178759e-05,6.965e-05,0.0001182,0.000113527272727273,0.000101746219279312,0.00011145,0.00017709,0.000504333333333333,0.000501942558161835,0.0005269,0.00054426,11721
"45","51","Tasmania, Granville Harbour",145.0001,-41.7778,"2009-11-08 16:00:00","2012-03-29 13:00:00",872,2.4,120,10,31.33,10464,"Temperate",2.22844481605351e-05,1.78628486245199e-05,1.845e-05,4.202e-05,5.51606557377049e-05,4.81253990083363e-05,5.04e-05,9.4e-05,7.11933333333333e-05,6.29619029251704e-05,6.86e-05,0.00011767,0.000104235714285714,9.47037943583236e-05,0.00010945,0.00014345,0.0003663,0.0003663,0.0003663,0.0003663,7186
"46","52","Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2007-12-06 15:08:00",898,2.5,60,11.7,0,21552,"Temperate",2.43137695978187e-05,1.98305237650873e-05,2.02e-05,4.44e-05,6.0849920508744e-05,5.44653100178097e-05,5.17e-05,0.00010446,8.02264331210191e-05,7.25914797549339e-05,6.86e-05,0.00013474,0.000108999319727891,9.97130871534346e-05,9.91e-05,0.00017412,0.000327018181818182,0.000324022685306015,0.0003189,0.0003758,21552
"47","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.8,60,8,0,7440,"Temperate",2.03471428571429e-05,1.63638809715946e-05,1.725e-05,3.776e-05,5.88106666666667e-05,5.08183543923142e-05,5.205e-05,0.00010127,8.3976e-05,7.44960564793866e-05,7.94e-05,0.0001344,0.000123126470588235,0.000111896402815075,0.00012135,0.00018623,0.0005946,0.000592707685119739,0.0005946,0.00063252,7440
"48","54","Tasmania, Inner Saddle",145.8977,-43.3059,"2008-04-23 21:00:00","2009-04-21 19:00:00",363,1,120,10,0,4356,"Temperate",1.65886740331492e-05,1.142545251385e-05,1.055e-05,3.339e-05,4.93826923076923e-05,4.31797218666297e-05,4.125e-05,9.006e-05,6.66115384615385e-05,6.0952801654263e-05,6.15e-05,0.0001041,9.55e-05,8.91837857566534e-05,9.59e-05,0.00013768,0.0003387,0.0003387,0.0003387,0.0003387,4356
"49","55","Tasmania, New Harbour",146.154,-43.5184,"2017-03-09 13:00:00","2018-04-22 14:00:00",409,1.1,120,10,0,4909,"Temperate",1.79857843137255e-05,1.37875411987804e-05,1.285e-05,3.699e-05,4.73741379310345e-05,4.01902836140725e-05,3.57e-05,8.61e-05,6.88034482758621e-05,5.94961292921053e-05,5.77e-05,0.00012756,0.000101476923076923,8.84892444703204e-05,1e-04,0.00015534,0.0003819,0.0003819,0.0003819,0.0003819,4909
"50","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.5,60,6,0,21840,"Temperate",1.69816964285714e-05,1.19210469135352e-05,1.23e-05,3.59e-05,4.17894841269841e-05,2.90214351926866e-05,3.34e-05,8.367e-05,5.66103174603175e-05,4.14450243498343e-05,4.71e-05,0.00010713,7.91991525423729e-05,6.32193533966011e-05,6.86e-05,0.00015217,0.000284811111111111,0.000274581245845374,0.0002775,0.00036618,21840
"51","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.3,60,10.2,0,11253,"Temperate",1.35082214765101e-05,1.14203138785411e-05,1.11e-05,2.31e-05,3.79449367088608e-05,3.3008990971508e-05,3.23e-05,6.24e-05,5.31651898734177e-05,4.66128048078085e-05,4.37e-05,8.941e-05,7.79905405405405e-05,6.88021465875069e-05,7.115e-05,0.00012184,0.000329828571428571,0.000327861482684787,0.0003373,0.00036776,11253
"52","58","Tasmania, Hogan Island",146.9962,-39.2099,"2008-04-10 21:00:00","2017-06-04 18:59:00",3342,9.2,120,10,0,40105,"Temperate",1.60788386710566e-05,1.15174778687934e-05,1.09e-05,2.46e-05,3.98475890985325e-05,3.13753671233245e-05,2.88e-05,7.32e-05,5.63205882352941e-05,4.62951568313067e-05,4.365e-05,0.00010419,8.71117117117117e-05,7.42991592054384e-05,7.44e-05,0.0001364,0.000397744444444444,0.000392511051161537,0.0003895,0.0004686,40105
"53","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.5,60,8,0,13491,"Temperate",2.96469135802469e-05,1.97161308013098e-05,1.9e-05,6.96e-05,7.10930362116992e-05,5.85295886817271e-05,5.99e-05,0.0001422,9.1036312849162e-05,7.80300326768502e-05,8.01e-05,0.00017046,0.000126451807228916,0.000113906748951506,0.0001145,0.00020622,0.00046095,0.000460701998818953,0.0004636,0.0004762,13491
"54","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.1,60,9,0,9984,"Temperate",3.92525508502834e-05,2.96757243654859e-05,2.93e-05,8.32400000000001e-05,8.15140186915888e-05,7.04988642742294e-05,6.64e-05,0.00014912,0.000103948130841121,9.23839868176969e-05,8.935e-05,0.00017957,0.000140412121212121,0.000129550512177807,0.000128,0.00022438,0.000506275,0.000505785393969999,0.000506,0.00053378,9984
"55","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2006-01-10 13:55:00",239,0.7,60,10.2,0,5737,"Temperate",2.03776595744681e-05,1.57173384846137e-05,1.51e-05,4.039e-05,5.55135922330097e-05,4.86452566756075e-05,4.99e-05,9.312e-05,7.71331168831169e-05,6.99748959204352e-05,7.065e-05,0.00012433,0.000111136111111111,0.000104440667452718,0.00010335,0.00015043,0.00045858,0.000457833384451088,0.0004473,0.00049076,5737
"56","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 00:59:00",450,1.2,30,12,0,21578,"Temperate",2.39027233115468e-05,1.60937046742359e-05,1.415e-05,5.512e-05,5.98229007633588e-05,4.57487916689862e-05,3.91e-05,0.0001111,7.77430769230769e-05,6.13106703639787e-05,5.72e-05,0.00016028,0.00011184,9.0795553809258e-05,9.78e-05,0.00019782,0.0004718,0.000465507250212067,0.0004718,0.00053324,21578
"57","63","Tasmania, Cape Peron",148.0126,-42.7432,"2005-05-02 18:31:00","2007-08-28 02:42:00",847,2.3,120,12,0,10169,"Temperate",2.8807144432194e-05,2.05862546873057e-05,2.06e-05,6.25e-05,6.22643518518519e-05,5.27803381687976e-05,5.095e-05,0.00011789,7.85823529411765e-05,6.91236336385823e-05,7.04e-05,0.00014118,0.000108364238410596,9.72562161782502e-05,9.75e-05,0.0001738,0.000400109090909091,0.000397104593442998,0.000388,0.0004502,10169
"58","64","Tasmania, Magistrates Point",148.0506,-42.586,"2004-06-21 18:05:00","2017-10-04 14:00:00",4853,13.3,120,10.1,23.45,58241,"Temperate",2.70732561271209e-05,2.02988278823595e-05,1.95e-05,5.588e-05,6.97559210526316e-05,5.84050529806376e-05,5.655e-05,0.00012131,9.15973684210526e-05,7.84152544825042e-05,7.92e-05,0.0001431,0.0001298,0.000113027085541707,0.00010325,0.00019565,0.000458375,0.000454020721556258,0.000427,0.00053142,44583
