"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc"
"40","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.849,60,8,0,7440,7440,"Temperate",NA,NA,NA,NA
"41","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.493,60,6,0,21840,21840,"Temperate",3.8475,3.70385393880482,3.8475,4.6807
"42","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.284,60,10.2,0,11253,11253,"Temperate",6.472,6.472,6.472,6.472
"43","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.54,60,8,0,13491,13491,"Temperate",9.252,9.252,9.252,9.252
"44","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.14,60,9,0,9984,9984,"Temperate",10.438,10.438,10.438,10.438
"45","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2007-04-06 0:59:00",239,1.887,60,10.2,0,27315,27315,"Temperate",8.908,8.908,8.908,8.908
"46","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 0:59:00",450,1.232,30,12,0,21578,21578,"Temperate",7.451,7.451,7.451,7.451
"47","63","Tasmania, Cape Peron",148.0126,-42.7432,"2007-08-28 19:14:00","2010-01-13 14:14:00",869,2.38,60,12,0,20853,20853,"Temperate",6.6065,6.60478553777487,6.6065,6.7269
"48","65","Tasmania, Swansea",148.0925,-42.1239,"2006-03-06 16:23:00","2007-05-16 14:23:00",436,1.194,60,8.3,0,10462,10462,"Temperate",11.803,11.803,11.803,11.803
"49","71","Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2007-05-21 19:24:00",719,1.969,60,11,0,17249,17249,"Temperate",8.932,8.9052312154149,8.932,9.4848
"50","76.1","Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00",2825,7.74,60,1,62.3700317085761,67805,25515,"Temperate",NA,NA,NA,NA
"51","76.2","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00",2825,7.74,60,3,64.6506208890069,67806,23969,"Temperate",NA,NA,NA,NA
"52","76.3","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 6:29:00",2577,7.059,60,10,68.2998609359335,61842,19604,"Temperate",NA,NA,NA,NA
"53","77.1","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,2,15.3293132033393,68157,57709,"Temperate",19.3798571428571,19.2687216769813,20.1,21.2372
"54","77.2","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,5,15.2999691887847,68157,57729,"Temperate",18.66,18.5486100773256,18.71,20.874
"55","77.3","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,7,15.3395836084335,68157,57702,"Temperate",18.6894285714286,18.5726886081149,19.04,20.842
"56","78.1","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,0.5,24.3902081286027,68179,51550,"Temperate",20.76,20.7570494049612,20.76,21.04
"57","78.2","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,1,17.8500711362736,68179,56009,"Temperate",19.935,19.8609554619625,19.42,22.105
"58","78.3","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,2,19.6600126138547,68179,54775,"Temperate",20.236,20.1652300215506,19.86,22.292
"59","78.4","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,4,15.699848927089,68179,57475,"Temperate",18.95,18.8362149551813,18.65,21.542
"60","78.5","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,8,24.6102172223119,68179,51400,"Temperate",19.496,19.4029369635245,20.27,21.32
"61","79.1","Germany, North Sea",6.583333,54,"2010-09-23 3:15:00","2020-07-03 2:22:00",3571,9.783,60,3,68.6502380285634,85704,26868,"Temperate",NA,NA,NA,NA
"62","79.2","Germany, North Sea",6.583333,54,"2010-09-23 0:15:00","2020-03-16 6:22:00",3462,9.486,60,6,64.7800710030688,83095,29266,"Temperate",15.77,15.77,15.77,15.77
"63","80.1","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-23 1:29:00",3078,8.432,60,6,83.0494706344264,73862,12520,"Temperate",NA,NA,NA,NA
"64","80.2","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-25 8:29:00",3080,8.438,60,12,84.5705318127089,73917,11405,"Temperate",NA,NA,NA,NA
"65","81.1","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-02-03 23:41:00",3424,9.381,60,6,60.3799070310789,82178,32559,"Temperate",14.54,14.54,14.54,14.54
"66","81.2","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-04-08 13:41:00",3489,9.558,60,10,61.6995617962771,83751,32077,"Temperate",13.8,13.8,13.8,13.8
"67","82.1","Germany, North Sea",6.783333,54.68333,"2011-08-08 20:45:00","2018-09-14 5:27:00",2593,7.105,60,4,78.9298839691226,62311,13129,"Temperate",NA,NA,NA,NA
"68","82.2","Germany, North Sea",6.783333,54.68333,"2010-09-23 12:45:00","2020-07-03 6:27:00",3571,9.783,60,6,73.8495260525365,85769,22429,"Temperate",NA,NA,NA,NA
"69","82.3","Germany, North Sea",6.783333,54.68333,"2011-08-10 1:45:00","2020-07-03 6:27:00",3250,8.905,60,11,73.5706234950561,78076,20635,"Temperate",NA,NA,NA,NA
"70","83","Germany, Heligoland",7.867,54.16,"2015-04-12 0:23:00","2018-09-25 11:39:00",1262,3.459,30,0.5,57.0299480240904,60605,26042,"Temperate",NA,NA,NA,NA
"71","84","Germany, Heligoland",7.891111,54.17972,"2011-04-20 14:31:00","2020-07-03 6:02:00",3362,9.21,30,0.5,56.1797544074755,161487,70764,"Temperate",NA,NA,NA,NA
"72","85","Germany, North Sea",8.117,54,"2011-04-20 11:12:00","2020-07-03 3:36:00",3362,9.21,30,0.5,46.5699992570396,161516,86298,"Temperate",NA,NA,NA,NA
"73","86","Germany, Elbe River Estuary",8.943783,53.85905,"2012-03-15 0:00:00","2013-10-30 8:30:00",594,1.628,10,3,22.4996494835725,85588,66331,"Temperate",NA,NA,NA,NA
"74","87","Germany, Jade Bight",8.188217,53.516566,"2007-04-11 12:20:00","2011-11-14 14:40:00",1678,4.598,10,4,9.81017765583682,241647,217941,"Temperate",24.28425,24.2703453239596,24.1045,25.2145
"75","88.1","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,3,57.5093331009137,68841,29251,"Temperate",NA,NA,NA,NA
"76","88.2","Germany, North Sea",6.333333,55,"2011-05-21 16:30:00","2019-03-19 7:25:00",2859,7.832,60,6,57.369680272602,68965,29400,"Temperate",NA,NA,NA,NA
"77","88.3","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,11,55.2398641785414,68914,30846,"Temperate",NA,NA,NA,NA
"78","89.1","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,5,8.65952612788056,61620,56284,"Temperate",15.8208333333333,15.8036247233915,16.0805,16.442
"79","89.2","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,10,1.31937682570594,61620,60807,"Temperate",14.3331428571429,14.2701159896382,14.601,15.7538
"80","95.1","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,5,0.337322303429443,12451,12409,"Temperate",12.672,12.672,12.672,12.672
"81","95.2","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,10,1.71873745080716,12451,12237,"Temperate",12.544,12.544,12.544,12.544
"82","98","Ecuador, Cerro Mundo",-82.581667,-0.871389,"2019-07-28 12:15:00","2020-08-26 13:30:00",395.0520833,1.082,15,8,0,37926,37926,"Tropical",13.735,13.735,13.735,13.735
"83","102","Spain, Columbretes Nature Reserve",0.682778,39.897111,"2004-06-28 20:00:00","2020-10-21 16:00:00",5958.833333,16.326,60,5,0.0699232242997189,143014,142914,"Temperate",14.98405625,14.9619403109941,15.1858,15.807
"84","103","Canada, Bay Bulls",-52.79167,47.30972,"2011-01-18 1:30:00","2015-03-21 9:30:00",1523.333333,4.174,30,4,19.1597604004267,73122,59112,"Temperate",17.4796666666667,17.4114324510161,17.446,18.998
"85","107","Hawaii, Kaneohe Bay",-157.7843583,21.43118497,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,3,18.9901333547742,87061,70528,"Subtropical",NA,NA,NA,NA
"86","108","Hawaii, Kaneohe Bay",-157.7728388,21.41945634,"2017-07-19 18:00:00","2019-10-03 15:00:00",805.875,2.208,10,1.2,48.8698544555223,116047,59335,"Subtropical",8.964,8.964,8.964,8.964
"87","109","Hawaii, Kaneohe Bay",-157.7836392,21.42834351,"2017-07-25 18:10:00","2019-05-20 22:40:00",664.1875,1.82,10,3,23.2204842959307,95644,73435,"Subtropical",NA,NA,NA,NA
"88","110","Hawaii, Kaneohe Bay",-157.7837221,21.42788644,"2017-07-25 18:00:00","2019-09-29 6:00:00",795.5,2.179,10,3.5,19.3901512836853,114553,92341,"Subtropical",8.565,8.565,8.565,8.565
"89","111","Hawaii, Kaneohe Bay",-157.7920745,21.43665098,"2017-07-14 18:00:00","2019-10-03 15:00:00",810.875,2.222,10,0.7,17.5400584069129,116767,96286,"Subtropical",10.4461586,10.4169852671106,10.4461586,11.07028548
"90","112","Hawaii, Kaneohe Bay",-157.7844176,21.43141631,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,2.6,18.9901333547742,87061,70528,"Subtropical",NA,NA,NA,NA
"91","113","Hawaii, Kaneohe Bay",-157.7956053,21.45189766,"2017-07-12 18:00:00","2019-10-03 11:00:00",812.7083333,2.227,10,1.2,13.0700412711162,117031,101735,"Subtropical",8.2909276,8.28824408520888,8.2909276,8.45966968
"92","114","Hawaii, Kaneohe Bay",-157.7959912,21.44945819,"2017-08-15 18:00:00","2019-05-18 15:50:00",640.9097222,1.756,10,0.5,54.0902786807091,92292,42371,"Subtropical",NA,NA,NA,NA
"93","115","Hawaii, Kaneohe Bay",-157.8015228,21.43813717,"2017-08-22 18:00:00","2019-08-31 23:50:00",739.2430556,2.025,10,0.5,38.5300417089392,106452,65436,"Subtropical",NA,NA,NA,NA
"94","116","Hawaii, Kaneohe Bay",-157.7969448,21.45526048,"2017-07-14 18:00:00","2019-09-18 15:00:00",795.875,2.18,10,2.4,19.6296910310889,114607,92110,"Subtropical",7.752,7.74547480791204,7.752,8.0064
"95","117","Hawaii, Kaneohe Bay",-157.7954312,21.45097389,"2017-07-14 18:00:00","2019-10-03 12:00:00",810.75,2.221,10,1.5,17.3003623157372,116749,96551,"Subtropical",8.75731725,8.68380464211972,8.75731725,9.66317105
"96","118","Hawaii, Kaneohe Bay",-157.79744,21.45460401,"2017-07-14 18:00:00","2019-10-01 11:00:00",808.7083333,2.216,10,2.1,19.3199089777167,116455,93956,"Subtropical",7.654,7.64268670036918,7.654,7.9868
"97","119","Hawaii, Kaneohe Bay",-157.8195752,21.47039099,"2018-07-12 18:00:00","2019-07-05 7:50:00",357.5763889,0.98,10,1.4,9.90056707838111,51492,46394,"Subtropical",9.669,9.669,9.669,9.669
"98","120","Hawaii, Kaneohe Bay",-157.8209955,21.47049568,"2017-07-19 18:00:00","2019-03-25 8:00:00",613.5833333,1.681,10,1,16.2703577532057,88357,73981,"Subtropical",10.186,10.186,10.186,10.186
"99","121","Hawaii, Kaneohe Bay",-157.8226816,21.46056287,"2017-07-20 18:00:00","2019-06-30 0:10:00",709.2569444,1.943,10,1,14.4995789844714,102134,87325,"Subtropical",13.945,13.849055419053,13.945,15.2514
"100","122","Hawaii, Kaneohe Bay",-157.8216828,21.4668835,"2017-07-19 18:00:00","2019-10-03 10:00:00",805.6666667,2.207,10,0.9,48.6299421636484,116017,59598,"Subtropical",8.788,8.788,8.788,8.788
"101","123","Hawaii, Kaneohe Bay",-157.8210831,21.46947225,"2017-07-19 18:00:00","2019-10-02 14:30:00",804.8541667,2.205,10,0.9,14.6902502157032,115900,98874,"Subtropical",18.4588207,18.4220949680811,18.4588207,19.38987726
"102","124","Hawaii, Kaneohe Bay",-157.8216664,21.46739714,"2017-07-19 18:00:00","2019-10-03 9:30:00",805.6458333,2.207,10,0.7,10.449600910235,116014,103891,"Subtropical",12.021,11.9080521077127,12.021,13.3362
"103","125","Hawaii, Kaneohe Bay",-157.8329455,21.47694941,"2017-07-21 18:00:00","2019-10-02 11:00:00",802.7083333,2.199,10,1.4,35.8600583090379,115591,74140,"Subtropical",NA,NA,NA,NA
"104","126","Hawaii, Kaneohe Bay",-157.8264895,21.47704119,"2017-07-21 18:00:00","2019-10-02 11:30:00",802.7291667,2.199,10,1.4,35.8496115715349,115594,74154,"Subtropical",NA,NA,NA,NA
"105","127","Hawaii, Kaneohe Bay",-157.8254695,21.47680893,"2017-07-20 18:00:00","2019-10-02 13:00:00",803.7916667,2.202,10,1.4,18.6899012501404,115747,94114,"Subtropical",9.068,9.068,9.068,9.068
"106","128","Hawaii, Kaneohe Bay",-157.8226305,21.47468311,"2017-07-20 18:00:00","2019-08-03 18:00:00",744,2.038,10,1.1,18.1804605318424,107137,87659,"Subtropical",8.5595,8.54742475837021,8.5595,8.9231
"107","129","Hawaii, Kaneohe Bay",-157.8339457,21.47959482,"2017-07-21 18:00:00","2019-08-30 22:20:00",770.1805556,2.11,10,1.5,15.219959064802,110907,94027,"Subtropical",10.5545,10.5397128993156,10.5545,11.0013
"108","130","Hawaii, Kaneohe Bay",-157.8255025,21.47663006,"2017-12-21 18:00:00","2019-10-02 12:20:00",649.7638889,1.78,10,1.2,17.3597529043359,93567,77324,"Subtropical",8.688,8.688,8.688,8.688
"109","131","Hawaii, Kaneohe Bay",-157.8418562,21.49264318,"2017-07-26 18:00:00","2019-07-20 18:00:00",724,1.984,10,1.2,23.490029446464,104257,79767,"Subtropical",9.863,9.86019999797164,9.863,10.051
"110","132","Hawaii, Kaneohe Bay",-157.8279405,21.48684894,"2017-08-29 18:00:00","2019-03-20 8:00:00",567.5833333,1.555,10,2.7,14.5901900089315,81733,69808,"Subtropical",7.764,7.764,7.764,7.764
"111","133","Hawaii, Kaneohe Bay",-157.8293183,21.49226608,"2017-07-26 18:00:00","2019-05-21 4:10:00",663.4236111,1.818,10,2.4,23.3801578495614,95534,73198,"Subtropical",7.6,7.6,7.6,7.6
"112","134","Hawaii, Kaneohe Bay",-157.8276872,21.49068257,"2017-12-20 18:00:00","2019-08-03 8:50:00",590.6180556,1.618,10,3.5,14.5302763080541,85050,72692,"Subtropical",7.525,7.525,7.525,7.525
"113","135","Hawaii, Kaneohe Bay",-157.828215,21.48967842,"2017-07-26 18:00:00","2019-10-01 10:00:00",796.6666667,2.183,10,3.3,15.4697047619878,114721,96974,"Subtropical",7.693,7.69065335325939,7.693,7.845
"114","136","Hawaii, Kaneohe Bay",-157.8286639,21.493201,"2017-07-26 18:00:00","2019-10-01 8:00:00",796.5833333,2.182,10,3.2,15.4695795447611,114709,96964,"Subtropical",7.7105,7.70865863818083,7.7105,7.8453
"115","137","Panama, Punta Donato",-82.14454,9.21583,"2015-06-05 9:15:00","2016-08-17 10:15:00",439.0416667,1.203,15,8,0,42149,42149,"Tropical",5.112,5.112,5.112,5.112
"116","145","Panama, Cristobal",-82.14454,9.15742,"2015-06-05 13:45:00","2016-08-15 12:15:00",436.9375,1.197,15,5,0,41947,41947,"Tropical",6.3127778,6.3127778,6.3127778,6.3127778
"117","146","Panama, Cayo de Aqua",-82.02967,9.1101,"2015-06-02 13:43:00","2016-08-12 14:58:00",437.0520833,1.197,15,6,0,41958,41958,"Tropical",5.395,5.395,5.395,5.395
"118","147","Panama, Cayo de Aqua",-82.02958,9.11006,"2015-06-02 13:50:00","2016-08-12 15:05:00",437.0520833,1.197,15,6,0,41958,41958,"Tropical",5.421,5.421,5.421,5.421
"119","148","Panama, Drago Mar",-82.19483,9.25448,"2015-06-03 13:45:00","2016-08-13 15:00:00",437.0520833,1.197,15,10,0,41958,41958,"Tropical",4.894,4.894,4.894,4.894
"120","149","Australia",113.7887,-23.2805,"2018-02-09 0:00:00","2020-02-26 0:00:00",747,2.047,10,3,4.5301155537376,107569,102696,"Subtropical",11.96805,11.8880883862798,11.96805,13.07297
"121","150","Australia",149.3786,-19.7641,"2015-02-01 0:00:00","2019-04-20 0:00:00",1539,4.216,10,2,7.73992969853396,221617,204464,"Tropical",8.0235,8.01952316613334,7.90025,8.30235
"122","157","Australia",150.8534,-21.028,"2016-03-16 0:00:00","2018-03-06 13:50:00",720.5763889,1.974,10,2.5,2.20982228904052,103764,101471,"Subtropical",7.5466,7.53159220019247,7.5466,7.92716
"123","159","Australia",150.8538,-21.0266,"2013-12-08 0:05:00","2018-03-06 0:00:00",1548.996343,4.244,10,7,3.60014185097567,222769,214749,"Subtropical",7.1063,7.08785773197899,7.07425,7.67029
"124","160","Australia",151.4654,-21.4552,"2016-03-11 14:00:00","2019-09-14 0:00:00",1281.416667,3.511,10,2.6,4.86004606421894,184525,175557,"Subtropical",8.3438,8.29826178687167,8.18,9.22912
"125","162","Australia",151.4654,-21.4547,"2013-12-07 0:09:00","2019-09-16 0:00:00",2108.993079,5.778,10,8,1.54987612207666,303121,298423,"Subtropical",7.08286,7.07321908661888,7.0488,7.50938
"126","164","Australia",151.6414,-21.4072,"2016-03-11 0:04:00","2019-09-14 0:00:00",1281.996782,3.512,10,1.5,11.6698585619653,184321,162811,"Subtropical",7.2095,7.20396733429151,7.0137,7.49274
"127","166","Australia",151.6384,-21.4054,"2016-03-11 0:00:00","2019-09-14 0:00:00",1282,3.512,10,8,7.89993987292061,184609,170025,"Subtropical",7.02553333333333,7.01476646362366,6.971,7.41684
"128","168","Australia",152.4465,-21.2965,"2011-11-20 14:00:00","2013-11-30 13:50:00",740.9930556,2.03,10,7.8,0.800344879292248,106704,105850,"Subtropical",6.7148,6.711139109719,6.7148,6.89216
