"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","time_id","q_diurnal_a_mean","q_diurnal_gm_mean","q_diurnal_median","q_diurnal_ninetieth_perc","s_diurnal_a_mean","s_diurnal_gm_mean","s_diurnal_median","s_diurnal_ninetieth_perc","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc"
"11","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (a) - year_3",0.633349616189812,0.530453501046946,0.59,1.06,0.920530726256983,0.825027934675499,0.849999999999999,1.45,1.37256983240223,1.28215927333189,1.295,1.95,2.45864864864865,2.2645108923528,2.07,3.592,3.14684210526316,2.86604734795839,2.43,5.404,4.26555555555556,3.97039359433438,3.72,6.26
"12","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (a) - year_4",0.850958904109589,0.636029395660181,0.649999999999999,1.5,1.16391935483871,0.961546922593754,0.949999999999999,2.002,1.58816129032258,1.42630819050124,1.365,2.573,2.78416666666667,2.4511294642613,2.09,5.11,3.35055555555556,2.94319073810257,2.615,5.65,4.33555555555556,3.7883092513472,3.35,7.662
"13","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (a) - year_5",0.899224629418472,0.800838307234356,0.830000000000002,1.44,1.20861047835991,1.1119899845064,1.16,1.82,1.55672727272727,1.47669051010785,1.555,2.101,2.44916666666667,2.37880930342783,2.2,3.07,2.88166666666667,2.79858325970036,2.75,3.7,3.7775,3.65037060987078,4.11,4.51
"14","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (a) - year_6",1.03338028169014,0.969508907058977,0.99,1.535,1.2730985915493,1.22025785019256,1.19,1.776,1.56839622641509,1.51619213034966,1.535,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (a) - year_7",0.816636904761905,0.738636142632455,0.719999999999999,1.255,1.28011904761905,1.19965464441866,1.2,1.879,1.58388235294118,1.51190800238711,1.48,2.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (b)",0.600747889022919,0.47790873513333,0.549999999999997,1.08,0.79451690821256,0.675382481828118,0.760000000000002,1.34,1.33487922705314,1.24821769215341,1.31,2.004,2.35,2.27141244634636,2.35,2.986,2.83333333333333,2.77803392522722,2.82,3.446,3.56,3.51187307882774,3.36,4.148
"17","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (c) - year_1",0.537253424657534,0.42817650777992,0.469999999999999,1.01,0.767191780821918,0.664429919445468,0.700000000000003,1.32,1.22947802197802,1.09436175795724,1.135,1.987,2.25211538461538,2.11571956370768,2.13,3.365,2.80576923076923,2.67406746221233,2.525,3.915,3.39916666666667,3.27678716950276,3.41,4.633
"18","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (c) - year_2",0.458615490061686,0.358293158235317,0.390000000000001,0.879999999999999,0.660850480109739,0.56169818441571,0.579999999999998,1.18,1.0682967032967,0.948254468598195,0.93,1.774,2.02333333333333,1.87148877662482,1.98,3.33,2.5124,2.37237437217229,2.42,3.71,3.28090909090909,3.15202547551123,3,4.2
"19","1.2","Belize, Stann Creek, Carrie Bow Cay",-88.082072,16.80127,"2000-03-03 16:10:00","2019-10-13 7:15:00",5028,16.598,10,2,46.518135974239,822950,440129,"Tropical","1.2 - (c) - year_3",0.436010781671159,0.365114562517054,0.399999999999999,0.75,0.606559139784946,0.544148330421232,0.580000000000002,1.01,0.97968085106383,0.901685709160145,0.91,1.485,1.805,1.7375843084445,1.935,2.29,2.26571428571429,2.22642836305471,2.33,2.786,2.6,2.5799854635377,2.73,2.842
"20","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_1",0.372438356164383,0.340233048967581,0.350000000000001,0.73,0.696972602739726,0.600311960261088,0.559999999999999,1.22,0.846620879120879,0.743249063762969,0.74,1.444,1.68326923076923,1.57873352995248,1.62,2.361,2.12307692307692,2.00672343886541,2.03,3.055,2.585,2.49415204804793,2.495,3.583
"21","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_12",0.733059221658206,0.628191928572243,0.623000000000001,1.332,0.937305084745763,0.833115872341842,0.815999999999999,1.5576,1.12541496598639,1.0051156774406,0.957,1.8442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_13",0.740453012048193,0.640709927059711,0.631,1.328,0.939634615384615,0.852240705726598,0.807000000000001,1.5704,1.0978,0.997063891863001,0.921,1.7534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_2",0.470146082337317,0.398298091137537,0.369999999999997,0.909999999999999,0.814946808510638,0.722060144854734,0.73,1.3,1.01537234042553,0.931521800367486,0.91,1.61,1.765,1.7563029351453,1.765,1.905,1.94,1.94,1.94,1.94,2.66,2.66,2.66,2.66
"24","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_3",0.367038657913931,0.337703080754976,0.350000000000001,0.73,0.685801749271137,0.59490026740667,0.550000000000001,1.11,0.833877551020408,0.738653751296078,0.73,1.318,1.80088235294118,1.56787369166523,1.44,2.939,2.53,2.23979159596314,1.95,4.248,3.6,3.37496990460981,2.89,5.135
"25","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_4",0.570786697247706,0.44535446250414,0.452000000000002,1.05,0.944288990825688,0.835962496164816,0.830499999999999,1.529,1.17185321100917,1.04077378884925,1.007,1.8228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_5",0.504774914089347,0.415477279914211,0.421000000000001,0.933,0.827333333333333,0.740232031380393,0.753,1.346,1.00190344827586,0.921640269761685,0.9,1.5786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_6",0.730542929292929,0.650581551028825,0.671000000000002,1.182,0.914206030150754,0.841046697487512,0.847999999999999,1.482,1.14256,1.07203914028789,1.095,1.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_7",0.447446575342466,0.311803604446034,0.321000000000002,0.832400000000001,0.712065753424657,0.527247466120632,0.590999999999998,1.3292,0.908131868131868,0.701118786100166,0.7445,1.6286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2.1","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2000-03-04 21:30:00","2012-09-24 23:00:00",4587,12.567,10,2,53.1400161686383,660538,309528,"Tropical","2.1 - year_8",0.28414947368421,0.222416332188235,0.221,0.5428,0.392936708860759,0.327053007671428,0.324000000000002,0.755,0.52590756302521,0.45133022857733,0.425,0.8822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_1",0.236235294117647,0.255333253214945,0.18,0.530000000000001,0.402423822714681,0.362004025843171,0.360000000000003,0.719999999999999,0.517368421052632,0.455233562529076,0.53,0.88,1.11076923076923,1.04515834982748,1.07,1.746,1.48307692307692,1.42909303701236,1.285,2.02,1.93333333333333,1.8564946970828,1.955,2.754
"31","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_11",0.439643435980551,0.376908457680714,0.379999999999999,0.73,0.579029126213592,0.518760568590921,0.509999999999998,0.961999999999997,0.746428571428571,0.674352306623006,0.63,1.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_12",0.503157894736842,0.448250036715238,0.469999999999999,0.819999999999997,0.644705882352941,0.589521910431032,0.600000000000001,0.989999999999998,0.790697674418605,0.744032307867452,0.74,1.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_2",0.261642754662841,0.233451071300853,0.189999999999998,0.469999999999999,0.438134863701578,0.383521604620816,0.369999999999997,0.73,0.574697406340058,0.506456108026421,0.55,0.92,1.13085106382979,1.0362809426031,0.92,1.68,1.51333333333333,1.40034985292292,1.335,2.415,1.94727272727273,1.7893833230822,1.87,2.84
"34","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_3",0.332137791286727,0.257643984708916,0.25,0.57,0.530912778904665,0.459602623466242,0.469999999999999,0.847999999999999,0.682914979757085,0.609638537078747,0.6,1.014,1.15625,1.0719420168539,1.105,1.68,1.42555555555556,1.32352233005021,1.4,2.12,2.014,1.86544636403969,1.87,2.89
"35","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_4",0.400794520547945,0.346263009184795,0.349999999999998,0.66,0.628684931506849,0.570947418158846,0.580000000000002,0.960000000000001,0.796229508196721,0.730510142974334,0.68,1.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_5",0.41204705882353,0.361139852956608,0.350000000000001,0.629999999999999,0.636384976525822,0.594721927968421,0.609999999999999,0.897999999999999,0.793867924528302,0.745757457589454,0.74,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_6",0.465765171503958,0.387642685372068,0.370000000000001,0.793,0.717486772486772,0.640168807381543,0.640000000000001,1.113,0.900846560846561,0.814404829790201,0.79,1.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_7",0.369214559386973,0.322071569068242,0.32,0.59,0.578965517241379,0.529109322051273,0.52,0.850000000000001,0.755307692307692,0.699022489644194,0.67,1.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_8",0.280513698630137,0.219715894793838,0.225,0.5,0.459438356164384,0.397620544899003,0.400000000000002,0.740000000000002,0.603041095890411,0.5434785785107,0.54,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (a) - year_9",0.344601769911504,0.257246194810886,0.27,0.704,0.552011834319527,0.466823955127117,0.48,0.960000000000001,0.710352941176471,0.632297538839013,0.64,1.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (b) - year_1",0.228958904109589,0.180890297466012,0.180000000000003,0.419999999999998,0.391178082191781,0.335996620921024,0.324999999999999,0.669999999999998,0.529203296703297,0.475841883390645,0.46,0.827,1.08961538461538,1.02801823962717,0.94,1.658,1.43192307692308,1.37453799747108,1.355,1.935,2.13083333333333,2.04971580918658,2.16,2.894
"42","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (b) - year_2",0.222445980985307,0.174574177567337,0.170000000000002,0.419999999999998,0.374844290657439,0.321513655839495,0.335000000000001,0.613,0.506215277777778,0.455543850923828,0.45,0.81,1.146875,0.987624106319017,0.96,1.6,1.63,1.42954607288578,1.24,2.662,1.70333333333333,1.69780801685149,1.62,1.844
"43","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2018-09-28 21:15:00",4100,14.041,10,5,34.3088975287385,688798,452479,"Tropical","2.2 - (b) - year_3",0.238617472434266,0.177289004285469,0.170000000000002,0.449999999999999,0.405738539898133,0.341991535663573,0.349999999999998,0.68,0.550371621621622,0.486628491951461,0.49,0.9,1.20720930232558,1.11788865671602,1.05,2.032,1.58272727272727,1.476541574334,1.485,2.418,2.24454545454545,2.07318055106784,2.06,3.13
"44","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_1",0.253521709166092,0.265392448082422,0.18,0.530000000000001,0.361473829201102,0.324287687136684,0.350000000000001,0.719999999999999,0.519171270718232,0.442078151286291,0.4,0.93,1.035,0.942727596749492,0.9,1.609,1.31307692307692,1.19649222117037,1.1,2.39,1.79666666666667,1.66328591937305,1.735,2.65
"45","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_10",0.30469696969697,0.226618297373055,0.23,0.599999999999999,0.446565656565656,0.352076789038797,0.344999999999999,0.98,0.661818181818182,0.56700740903123,0.53,1.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_11",0.484227994227994,0.37245329634668,0.369999999999997,0.93,0.647982708933718,0.528524474384062,0.469999999999999,1.36,0.857109826589595,0.726460210587187,0.67,1.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_12",0.405718309859155,0.330926289917889,0.32,0.710000000000001,0.565649717514124,0.498051477441507,0.484999999999999,0.964999999999999,0.728932584269663,0.658265226811503,0.62,1.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_13",0.431976744186046,0.328297795452618,0.300000000000001,0.905000000000001,0.615984555984556,0.508659770864315,0.479999999999997,1.142,0.775271317829457,0.665611377456865,0.64,1.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_14",0.331809954751131,0.215865244614699,0.23,0.637000000000001,0.480497737556561,0.342197548771192,0.370000000000001,0.859999999999999,0.661318181818182,0.489238825733703,0.5,1.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_15",0.17445727482679,0.136946677196777,0.130000000000003,0.350000000000001,0.2570207852194,0.21714946322821,0.219999999999999,0.467999999999999,0.341146788990826,0.301379231730445,0.3,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_2",0.288653846153845,0.301436761861001,0.180000000000001,0.692999999999997,0.462307692307691,0.429641146021862,0.44,0.709999999999999,0.641538461538462,0.595437381893816,0.53,0.998,1.425,1.38007246186568,1.425,1.709,1.78,1.78,1.78,1.78,NA,NA,NA,NA
"52","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_3",0.248807947019867,0.186544783038703,0.18,0.469999999999999,0.367477876106195,0.29176577614313,0.270000000000003,0.664999999999999,0.556842105263158,0.47713788648596,0.47,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_4",0.352073412698413,0.240852121327855,0.23,0.609999999999999,0.497797619047619,0.368300018202551,0.350000000000001,0.84,0.666374501992032,0.548085933521242,0.52,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_5",0.408602739726027,0.318063076709475,0.300000000000001,0.760000000000002,0.580767123287671,0.485831279309036,0.459999999999997,1.15,0.744230769230769,0.643362218194175,0.59,1.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2018-09-25 5:15:00",5326,15.939,10,10,38.3694008723026,814167,501776,"Tropical","3 - (a) - year_6",0.395152941176471,0.327444370970095,0.309999999999999,0.699999999999999,0.578638497652582,0.506942963138675,0.48,0.913999999999999,0.76196261682243,0.673486758726837,0.61,1.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
