plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
10.2,"Belize, Stann Creek, Channel Cay",-88.13632,16.662761,3/18/2001 20:10,1/1/2005 9:40,Tropical,10,64.8898073,199378,70002,0.508933168,0.476505183,0.53,0.74,2.65,1.686209658,1.47,5.038,3.7,2.952473539,3.7,5.484,5.93,5.93,5.93,5.93,NA,NA,NA,NA,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,3.793321918
11,"Belize, Stann Creek, Manatee Cay",-88.192316,16.666483,8/13/2000 4:50,7/5/2002 1:50,Tropical,5,55.72018777,99481,44050,1.127615894,0.925456404,0.86,2.058,2.789565217,2.698855209,2.68,3.832,3.575,3.463500928,3.52,4.456,4.995,4.918066353,5.11,5.87,NA,NA,NA,NA,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,1.892808219
12.1,"Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,3/18/2001 19:00,3/29/2003 0:50,Tropical,5,46.01955045,106596,57541,0.518846154,0.505597236,0.43,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,2.028063166
12.2,"Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,8/5/2000 19:10,3/18/2001 16:40,Tropical,10,0,32386,32386,1.251830357,1.139371496,1.19,1.972,2.541875,2.409303086,2.48,3.092,3.314375,3.182055565,2.965,4.77,3.954285714,3.819149503,3.37,5.23,NA,NA,NA,NA,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,0.616152968
13,"Belize, Toledo, Sapodilla Cayes",-88.57228,16.19172,6/14/2002 14:30,11/12/2007 19:30,Tropical,5,12.41832447,164676,144226,0.706103108,0.654677706,0.68,1.04,1.446381579,1.400576032,1.4,1.978,1.860789474,1.803097524,1.77,2.495,2.515142857,2.435595565,2.43,3.35,6.77,6.681830664,7.13,7.706,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,5.417009132
14,"Belize, Toledo, Snake Cayes",-88.26666,16.108138,7/12/2002 12:30,12/10/2007 17:45,Tropical,5,0.570745468,137189,136406,0.541116064,0.500123571,0.50238855,0.832,1.124674996,1.078762319,1.093,1.5644,1.479957758,1.42519839,1.43,2.0048,1.96587824,1.896778845,1.9115,2.5732,6.1791667,6.086706623,6.3905,7.1804,Helmuth Brian,Same as PI,Helmuth Brian,spatial_block_1,5.417037671
25.1,China,117.4844444,23.65277778,7/1/2018 10:30,9/25/2018 9:30,Subtropical,4,14.73225103,4127,3519,0.75875,0.652919127,0.71,1.208,2.155555556,2.011464667,1.84,3.448,2.8925,2.785705745,3.045,3.572,3.84,3.764040382,3.84,4.448,NA,NA,NA,NA,Dong Yunwei,Same as PI,Dong Yunwei,spatial_block_3,0.235502283
25.2,China,117.4844444,23.65277778,7/1/2018 10:30,9/25/2018 9:30,Subtropical,7,5.573055488,4127,3897,0.763589744,0.656961358,0.69,1.229,2.119,1.989086298,1.66,3.424,2.926,2.853811119,2.94,3.55,3.92,3.843631096,3.92,4.536,NA,NA,NA,NA,Dong Yunwei,Same as PI,Dong Yunwei,spatial_block_3,0.235502283
25.3,China,117.4844444,23.65277778,7/1/2018 10:30,9/25/2018 9:30,Subtropical,11.5,14.73225103,4127,3519,0.793611111,0.692893244,0.73,1.316,2.214444444,2.083999413,1.66,3.45,2.99,2.898089842,3.115,3.675,3.965,3.901820088,3.965,4.529,NA,NA,NA,NA,Dong Yunwei,Same as PI,Dong Yunwei,spatial_block_3,0.235502283
26.1,China,117.5094444,23.6375,6/26/2019 11:20,5/30/2020 12:31,Subtropical,0,33.55724158,20693,13749,1.832977099,1.063937379,0.96,5.45,2.454,2.307639176,2.21,3.321,3.638,3.514187203,3.22,4.806,5.715,5.56165443,5.715,6.767,NA,NA,NA,NA,Dong Yunwei,Same as PI,Dong Yunwei,spatial_block_3,0.928902207
27,"Israel, Hadera Station",34.86307,32.47053,3/22/2011 8:01,6/10/2020 4:51,Subtropical,12,38.20003707,485510,300045,0.792852248,0.567224534,0.5653744,1.68484,2.107579005,1.698587241,1.7341995,2.81117972,3.1307727,2.532850231,2.32609465,4.22820087,4.901938675,3.947299418,3.46014025,8.59450683,NA,NA,NA,NA,Guy-Haim Tamar,ISRAMAR,Guy-Haim Tamar,spatial_block_5,9.227035769
28,"Israel, Ashkelon Station",34.49917,31.63472,7/27/2012 4:50,6/10/2020 4:51,Subtropical,11,53.13989943,414026,194013,0.670579727,0.508979154,0.4966412,1.30552866,1.41991911,1.242181652,1.24706075,2.33604013,2.17321604,1.98526963,2.2208709,3.01049158,3.507038529,3.327604596,3.1988583,4.98989066,NA,NA,NA,NA,Guy-Haim Tamar,ISRAMAR,Guy-Haim Tamar,spatial_block_5,7.876714231
29,"South Africa, Tsitsikamma ",23.8997,-34.0228,6/29/1991 14:00,11/17/2015 11:00,Subtropical,10,0.04050672,207373,207289,1.221096446,0.72896859,0.69,3.03,3.687163695,2.593827816,2.68,8.094,5.032560778,3.841384312,4.27,9.962,6.680625,5.596065503,6.46,11.463,13.18826087,13.137341,13.3,14.426,Duncan Murray,Same as PI,Duncan Murray,spatial_block_7,24.40239726
30.1,"South Africa, Tsitsikamma ",23.8752,-34.0453,7/31/1997 8:00,12/31/2004 21:00,Subtropical,12,0.354162283,57036,56834,1.390427785,0.76947825,0.72,3.68,3.782035398,2.587494837,2.65,8.7,5.12704142,3.875609184,4.33,9.822,6.957721519,5.848410263,6.68,11.484,13.51666667,13.49443649,13.58,14.365,Duncan Murray,Same as PI,Duncan Murray,spatial_block_7,7.426141553
31,"South Africa, Mangold ",25.5867,-34.0487,1/28/1992 15:00,11/17/2005 10:00,Subtropical,5,5.6381096,95493,90109,1.417257463,0.951284535,0.83,3.4,4.237099567,3.244051345,3.4,8.89,5.427413793,4.443588994,4.61,10.095,6.779724771,5.891801469,6.47,11.7,12.97333333,12.94806798,13.04,13.832,Duncan Murray,Same as PI,Duncan Murray,spatial_block_7,13.81312785
32,"United Kingdom, English Channel",-4.13,50.15,3/17/2009 1:05,11/18/2019 10:05,Temperate,1.5,18.17568277,66677,54558,0.567553476,0.411492993,0.43,1.17,1.662272727,1.297144068,1.265,3.194,2.338608696,1.905408097,1.84,4.592,3.44962963,3.087717872,2.905,5.807,NA,NA,NA,NA,Queiros Ana,Western Channel Observatory,Queiros Ana,spatial_block_9,10.68059361
33.1,"Spain, Cap de Creus North (Portalo)",3.286557,42.33346,5/22/2007 18:00,6/28/2019 10:00,Temperate,5,17.06024869,106077,87980,0.604583561,0.428838858,0.384,1.25,1.742249084,1.399529463,1.36,3.07,2.52629927,2.118500763,2.01,4.69,3.7865625,3.306233582,3.151,6.545,13.2515,13.1876191,13.3615,14.578,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,12.1086758
33.2,"Spain, Cap de Creus North (Portalo)",3.286557,42.33346,5/22/2007 18:00,6/28/2019 10:00,Temperate,10,9.800427991,106077,95681,0.704843507,0.455236013,0.41,1.54,2.035715962,1.536102586,1.435,4.55,2.819266355,2.267096691,2.075,5.7545,4.095128713,3.467583588,3.18,7.59,12.87833333,12.81431923,12.42,14.6242,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,12.1086758
34.1,"Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,5/23/2007 17:00,11/22/2018 13:00,Temperate,5,21.35007538,100824,79298,0.809544518,0.519865182,0.5,1.8895,1.862322115,1.438848105,1.53,3.4633,2.512576923,2.031868119,2.0585,4.5826,3.690653061,3.1098967,3.451,6.3652,13.3744,13.33294907,13.817,14.4336,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,11.50913242
34.2,"Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,5/23/2007 17:00,11/22/2018 13:00,Temperate,10,25.46020789,100824,75154,0.966174816,0.553793536,0.502,2.3456,2.242289941,1.668645438,1.784,4.406,2.958357143,2.320222441,2.71,5.109,4.216775,3.471454799,3.905,6.631,12.94933333,12.90512603,12.438,14.0556,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,11.50913242
35.1,"Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,7/18/2002 11:00,7/2/2019 10:00,Temperate,5,21.89974502,148641,116089,0.649572611,0.435667767,0.4295,1.42,1.800385892,1.338309912,1.218,3.578,2.527619835,1.993544402,1.781,4.762,3.790368421,3.115228585,3.038,6.8356,13.7015,13.66763175,13.5855,14.9145,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,16.96700913
35.2,"Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,7/18/2002 11:00,7/2/2019 10:00,Temperate,10,6.969813174,148641,138281,0.709710787,0.452989418,0.43,1.5944,1.770373353,1.312211361,1.196,3.6892,2.466243402,1.92222656,1.745,5.132,3.5922,2.977004352,2.8255,7.231,12.8114,12.74063172,12.826,14.5138,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_11,16.96700913
36.1,"France, Riou Nature Reserve",5.389873,43.171963,6/24/1999 12:00,11/20/2017 9:00,Temperate,5,29.92997893,161380,113079,0.840221397,0.443253475,0.333,2.261,10.107,7.419614545,10.107,15.5974,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,NA,NA,NA,NA,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,18.42157534
36.2,"France, Riou Nature Reserve",5.389873,43.171963,6/24/1999 12:00,11/20/2017 9:00,Temperate,10,1.309951667,161380,159266,0.862426741,0.446064808,0.33,2.37,2.860914502,1.547414815,1.431,7.614,3.874103672,2.338206506,2.578,9.0132,5.125211009,3.600714108,4.388,10.3147,12.61372222,12.56189801,12.8035,13.6369,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,18.42157534
37.1,"France, Port-Cros National Park",6.377994,43.016405,6/17/1999 11:00,7/10/2018 9:00,Temperate,5,34.4897947,167119,109480,0.592636883,0.386954378,0.33,1.4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,19.07648402
37.2,"France, Port-Cros National Park",6.377994,43.016405,6/17/1999 11:00,7/10/2018 9:00,Temperate,10,13.5998899,167119,144391,0.958750652,0.485077821,0.333,2.76,2.297393502,1.247918676,1.15,5.9641,3.057044964,1.844986874,1.794,7.4411,4.331779851,2.979586337,3,9.4727,12.924125,12.88638695,12.956,14.0973,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,19.07648402
38.1,"France, Scandola Nature Reserve",8.54635,42.3802,5/15/2004 12:00,10/24/2018 9:00,Temperate,5,22.36001295,126601,98293,0.726281838,0.433931954,0.429,1.78,2.167185366,1.407414063,1.409,4.68,3.138552381,2.195840948,2.199,6.323,4.509020408,3.474212,3.459,8.0374,14.7526,14.67193828,14.697,16.2468,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,14.45171233
38.2,"France, Scandola Nature Reserve",8.54635,42.3802,5/15/2004 12:00,10/24/2018 9:00,Temperate,10,7.439909637,126601,117182,0.914984833,0.483217538,0.454,2.5202,2.127460457,1.350807229,1.335,5.1154,2.907100346,2.018825604,2.115,6.3854,4.23,3.21211136,3.553,8.3388,13.72745455,13.68061079,14.176,15.03,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_13,14.45171233
49,"Tasmania, Bluff Hill Point",144.6082,-41.0041,5/31/2009 16:00,11/7/2011 13:00,Temperate,10,0,10680,10680,0.356822272,0.304431591,0.31,0.621,1.02903937,0.896924388,0.943,1.6868,1.482809524,1.297331647,1.203,2.658,2.052034483,1.862916751,1.8,3.3996,6.589,6.556959661,6.589,7.1082,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_15,2.438013699
50,"Tasmania, Cape Grim",144.6793,-40.6697,3/2/2010 19:00,11/10/2013 16:30,Temperate,10,0,29584,29584,0.342600594,0.291137506,0.288,0.619,0.975135417,0.879720575,0.8865,1.6178,1.369208333,1.266500757,1.336,2.0285,2.086409091,1.936634376,2.083,3.0327,8.977333333,8.939093701,9.102,9.7524,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_15,3.695605023
51,"Tasmania, Granville Harbour",145.0001,-41.7778,11/8/2009 16:00,3/29/2012 13:00,Temperate,10,31.3264526,10464,7186,0.413454849,0.335767661,0.336,0.7639,1.035622951,0.922467586,0.951,1.669,1.334266667,1.207050432,1.3185,2.1187,1.955285714,1.815550817,2.0015,2.7354,6.795,6.795,6.795,6.795,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_15,2.38869863
52,"Tasmania, Cape Sorell",145.1781,-42.209,6/21/2005 17:08,2/20/2018 14:00,Temperate,11.7,0,63630,63630,0.46736628,0.387272937,0.404,0.842,1.170305246,1.06403962,1.037,1.9096,1.541582803,1.419175744,1.3475,2.5185,2.093136054,1.950206183,1.957,3.2436,6.211,6.164108528,6.104,6.989,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_15,12.67635464
53,"Tasmania, Stanley Nut",145.3092,-40.764,9/13/2005 13:33,3/13/2012 14:00,Temperate,8,0,16344,16344,0.373532381,0.311598602,0.333,0.6801,1.0738,0.967578116,1.0045,1.7171,1.533453333,1.418320622,1.458,2.1896,2.286941176,2.138295458,2.2745,3.3459,10.776,10.73306364,10.776,11.5448,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_15,6.501421233
54,"Tasmania, Inner Saddle",145.8977,-43.3059,4/23/2008 21:00,4/21/2009 19:00,Temperate,10,0,4356,4356,0.332773481,0.233009374,0.217,0.7054,0.996846154,0.880940097,0.845,1.7315,1.347538462,1.244685043,1.2075,2.1545,1.932,1.822075655,1.931,2.568,6.834,6.834,6.834,6.834,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,0.994292237
55,"Tasmania, New Harbour",146.154,-43.5184,3/9/2017 13:00,4/22/2018 14:00,Temperate,10,0,4909,4909,0.342985294,0.267876469,0.262,0.6972,0.8985,0.780455017,0.748,1.5887,1.300310345,1.153833572,1.005,2.1778,1.917230769,1.718920883,1.763,2.934,7.16,7.16,7.16,7.16,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,1.1206621
56,"Tasmania, Mouldies Hole",146.9199,-43.5939,2/24/2005 16:00,12/11/2017 13:00,Temperate,6,0.585840349,54281,53963,0.331482422,0.238976936,0.243,0.691,0.817251984,0.583757423,0.6975,1.5163,1.106373016,0.832228595,0.9535,2.0108,1.549847458,1.267725573,1.383,2.8132,5.529444444,5.343182114,5.452,7.051,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.80239726
57,"Tasmania, George III Reef",146.9831,-43.5085,5/31/2006 20:00,3/18/2019 13:00,Temperate,10.2,21.33346292,61734,48564,0.267323546,0.229302992,0.218,0.453,0.747139241,0.666448405,0.651,1.1695,1.044689873,0.940461464,0.8725,1.628,1.52827027,1.387227184,1.4475,2.2193,6.394571429,6.367469731,6.472,7.0444,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.80468037
58,"Tasmania, Hogan Island",146.9962,-39.2099,4/10/2008 21:00,6/4/2017 18:59,Temperate,10,0,40105,40105,0.284426818,0.213339047,0.214,0.429,0.705192872,0.58096023,0.548,1.189,1.000096639,0.856824581,0.789,1.7462,1.553099099,1.374922525,1.392,2.309,7.062444444,6.981393191,7.023,8.0976,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_14,9.15593417
59,"Tasmania, One Tree Point",147.3866,-43.1087,1/30/2006 16:58,12/17/2012 13:00,Temperate,8,0,36899,36899,0.569039825,0.393572369,0.382,1.296,1.372738162,1.167719669,1.213,2.6178,1.756854749,1.555772674,1.638,3.1838,2.443951807,2.265021268,2.402,3.8304,8.904833333,8.902416162,8.833,9.1795,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.884478691
60,"Tasmania, Iron Pot",147.4167,-43.053,12/4/2006 19:10,2/23/2015 15:00,Temperate,9,0.046312095,41026,41007,0.75781127,0.592553336,0.586,1.5232,1.57396729,1.406092131,1.391,2.6233,2.003990654,1.841479501,1.8945,3.1471,2.712828283,2.579517669,2.647,4.0632,9.7555,9.745588076,9.765,10.2084,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,8.226921613
61,"Tasmania, Wedge Island",147.6753,-43.1273,5/16/2005 14:55,2/8/2012 14:00,Temperate,10.2,0,45025,45025,0.404948659,0.318846185,0.311,0.7749,1.104161812,0.985991202,0.992,1.8142,1.532318182,1.418478405,1.374,2.4037,2.213666667,2.115472534,2.1945,2.9801,9.084,9.065144911,8.908,9.7412,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.736881659
62,"Tasmania, Tasman Island",148.0067,-43.2324,1/11/2006 11:29,11/3/2012 11:45,Temperate,12,0,27215,27215,0.446123094,0.316990512,0.289,0.928,1.114320611,0.900839658,0.824,2.022,1.443061538,1.204649841,1.097,2.7606,2.0707,1.781304098,1.808,3.2148,8.683,8.595153576,8.683,9.6686,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.816468798
63,"Tasmania, Cape Peron",148.0126,-42.7432,5/2/2005 18:31,10/4/2017 12:00,Temperate,12,0,64876,64876,0.547572878,0.403685739,0.409,1.143,1.183811728,1.034753388,1.017,2.1354,1.49328483,1.353988829,1.341,2.5466,2.054198675,1.900793085,1.941,3.143,7.493454545,7.450982118,7.255,8.416,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.4321328
64,"Tasmania, Magistrates Point",148.0506,-42.586,6/21/2004 18:05,10/4/2017 14:00,Temperate,10.1,23.45083361,58241,44583,0.513702936,0.395954486,0.385,1.0338,1.348618421,1.161909716,1.0965,2.2131,1.771078947,1.560046142,1.544,2.6505,2.493083333,2.238199482,2.2395,3.3665,8.68575,8.620588254,8.1065,9.8612,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,13.29542428
65,"Tasmania, Swansea",148.0925,-42.1239,5/3/2005 14:32,2/20/2012 15:14,Temperate,8.3,0,23048,23048,0.428377613,0.339965264,0.343,0.7666,1.273707547,1.183889892,1.225,1.9626,1.761754717,1.660806188,1.6785,2.5125,2.6845,2.577958118,2.6045,3.7359,11.65066667,11.63597012,11.803,12.1798,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.805559361
66,"Tasmania, Franklin Sound",148.263,-40.2288,5/17/2011 23:00,7/16/2016 5:00,Temperate,8,0,22636,22636,0.512430011,0.44431571,0.454,0.88,1.431561338,1.30062258,1.356,2.2696,2.016644444,1.875650236,1.95,3.0824,2.886634921,2.737026781,2.788,4.2422,11.3324,11.30321762,11.447,12.1886,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_14,5.167808219
67,"Tasmania, Hazards Beach",148.2844,-42.1916,5/3/2005 14:42,6/18/2019 18:00,Temperate,6.5,8.389597803,61910,56716,0.426165926,0.35936417,0.368,0.761,1.229546139,1.124201819,1.127,1.855,1.752588679,1.641276493,1.688,2.4634,2.617072581,2.477990449,2.49,3.4638,10.64909091,10.59208556,10.804,12.175,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,14.13462329
68,"Tasmania, Schouten Island",148.2903,-42.2807,1/14/2007 19:00,2/20/2012 17:00,Temperate,12,0,22368,22368,0.982192803,0.721033517,0.703,2.2358,1.901609023,1.661148413,1.702,3.294,2.31181203,2.096773986,2.241,3.7338,2.971,2.808264445,2.779,4.3907,9.5666,9.542751891,9.686,10.3098,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,5.103881279
69,"Tasmania, Coles Bay",148.2962,-42.1342,1/14/2007 21:00,4/9/2019 20:00,Temperate,6,0,53633,53633,0.452304163,0.372768189,0.381,0.8143,1.353039185,1.244586973,1.2375,2.0759,1.918576803,1.810077587,1.812,2.803,2.836395973,2.69752606,2.835,3.8934,11.44875,11.43445693,11.5635,11.9782,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.24098174
71,"Tasmania, Eddystone Point",148.3467,-40.9851,6/1/2005 22:52,1/28/2010 12:00,Temperate,11,0.030989601,29042,29033,0.3486702,0.236159289,0.286,0.7453,0.886148148,0.748049432,0.824,1.5578,1.208231405,1.073503461,1.101,1.953,1.776410714,1.630011331,1.5845,2.879,7.658,7.539506603,7.362,9.2084,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_14,4.661773212
76.1,"Germany, Fehmarn",11.15,54.6,11/15/2012 14:29,8/10/2020 18:29,Temperate,1,62.37003171,67805,25515,0.739980583,0.529342008,0.55,1.53,1.726666667,1.620745732,1.66,2.324,1.73,1.73,1.73,1.73,NA,NA,NA,NA,NA,NA,NA,NA,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.740182648
