"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc"
"23","30.1","South Africa, Tsitsikamma ",23.8752,-34.0453,"1997-07-31 8:00:00","2004-12-31 21:00:00",519,6.511,60,12,0.354162283470089,57036,56834,"Subtropical",4.00687724125e-07,3.9782033311792e-07,4.08894457e-07,4.447796126e-07
"24","31","South Africa, Mangold ",25.5867,-34.0487,"1992-01-28 15:00:00","2005-11-17 10:00:00",1921,10.9,60,5,5.63810959965652,95493,90109,"Subtropical",4.01032681583333e-07,3.95578992489239e-07,4.163291065e-07,4.530597992e-07
"25","32","United Kingdom, English Channel",-4.13,50.15,"2009-03-17 1:05:00","2019-11-18 10:05:00",268,7.61,60,1.5,18.1756827691708,66677,54558,"Temperate",2.39272701909091e-07,2.35755871012899e-07,2.31374588e-07,2.97052264e-07
"26","33.1","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.109,60,5,17.0602486872743,106077,87980,"Temperate",3.72962241692308e-07,3.54236259886568e-07,3.76815671e-07,4.950868058e-07
"27","33.2","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.109,60,10,9.80042799098768,106077,95681,"Temperate",3.80388711076923e-07,3.61891209758565e-07,3.93520411e-07,5.008185786e-07
"28","34.1","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.509,60,5,21.350075378878,100824,79298,"Temperate",4.36331978083333e-07,4.26143878884142e-07,4.637308395e-07,5.270439355e-07
"29","34.2","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.509,60,10,25.460207887011,100824,75154,"Temperate",4.32594081090909e-07,4.27246252587708e-07,4.35289913e-07,5.07822086e-07
"30","35.1","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,16.967,60,5,21.8997450232439,148641,116089,"Temperate",4.67157221133333e-07,4.64782213733333e-07,4.41920344e-07,5.205326382e-07
"31","35.2","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,16.967,60,10,6.96981317402332,148641,138281,"Temperate",4.43721455058824e-07,4.38937517508899e-07,4.39874466e-07,5.168049142e-07
"32","36.1","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 9:00:00",6724,18.422,60,5,29.929978931714,161380,113079,"Temperate",5.08252581142857e-07,4.98262473524235e-07,5.14328453e-07,5.94017181e-07
"33","36.2","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 9:00:00",6724,18.422,60,10,1.30995166687322,161380,159266,"Temperate",4.94931711421053e-07,4.90501022683512e-07,4.89629486e-07,5.631844474e-07
"34","37.1","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 9:00:00",6963,19.076,60,5,34.4897946971918,167119,109480,"Temperate",4.98009607933333e-07,4.89946638912481e-07,5.0747949e-07,5.717508814e-07
"35","37.2","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 9:00:00",6963,19.076,60,10,13.5998898988146,167119,144391,"Temperate",4.8391785205e-07,4.74842716486095e-07,4.91260534e-07,5.583888348e-07
"36","38.1","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,5,22.3600129540841,126601,98293,"Temperate",5.52372167e-07,5.12420099410964e-07,5.83286128e-07,6.697416538e-07
"37","38.2","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,10,7.43990963736463,126601,117182,"Temperate",5.63697971e-07,5.59414245012396e-07,5.76616967e-07,6.487033848e-07
"38","50","Tasmania, Cape Grim",144.6793,-40.6697,"2012-11-03 13:30:00","2013-11-10 16:30:00",372,1.02,30,10,0,17863,17863,"Temperate",1.557077875e-07,8.58736544420002e-08,1.557077875e-07,2.596173807e-07
"39","52","Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2007-12-06 15:08:00",898,2.46,60,11.7,0,21552,21552,"Temperate",1.38955217e-07,1.35176464609992e-07,1.58056784e-07,1.618839384e-07
"40","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.849,60,8,0,7440,7440,"Temperate",2.36025837e-07,2.36025837e-07,2.36025837e-07,2.36025837e-07
"41","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.493,60,6,0,21840,21840,"Temperate",1.13343536e-07,1.08629286760799e-07,1.28840058e-07,1.379700076e-07
"42","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.284,60,10.2,0,11253,11253,"Temperate",1.154444585e-07,1.00325103103846e-07,1.154444585e-07,1.611376733e-07
"43","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.54,60,8,0,13491,13491,"Temperate",2.43120372e-07,2.43117035869991e-07,2.43120372e-07,2.441392816e-07
"44","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.14,60,9,0,9984,9984,"Temperate",2.19105714e-07,2.11067191643583e-07,2.19105714e-07,2.66149214e-07
"45","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2007-04-06 0:59:00",239,1.887,60,10.2,0,27315,27315,"Temperate",1.85466245333333e-07,1.83178887388779e-07,1.76819601e-07,2.155791546e-07
"46","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 0:59:00",450,1.232,30,12,0,21578,21578,"Temperate",1.9568174e-07,1.9549828168433e-07,1.9568174e-07,2.024588888e-07
"47","63","Tasmania, Cape Peron",148.0126,-42.7432,"2007-08-28 19:14:00","2010-01-13 14:14:00",869,2.38,60,12,0,20853,20853,"Temperate",1.71883055666667e-07,1.71723548004602e-07,1.67312425e-07,1.794028674e-07
"48","65","Tasmania, Swansea",148.0925,-42.1239,"2006-03-06 16:23:00","2007-05-16 14:23:00",436,1.194,60,8.3,0,10462,10462,"Temperate",2.50638879e-07,2.38207056324704e-07,2.50638879e-07,3.130042334e-07
"49","71","Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2007-05-21 19:24:00",719,1.969,60,11,0,17249,17249,"Temperate",2.572526235e-07,2.55776994339134e-07,2.572526235e-07,2.792641327e-07
"50","76.1","Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00",2825,7.74,60,1,62.3700317085761,67805,25515,"Temperate",3.513624984e-07,2.840416285921e-07,4.27817461e-07,5.53560199e-07
"51","76.2","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00",2825,7.74,60,3,64.6506208890069,67806,23969,"Temperate",3.354472574e-07,2.74511924233906e-07,4.14613497e-07,5.240072468e-07
"52","76.3","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 6:29:00",2577,7.059,60,10,68.2998609359335,61842,19604,"Temperate",2.59668881e-07,2.04944369768904e-07,1.36142243e-07,4.857199152e-07
"53","77.1","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,2,15.3293132033393,68157,57709,"Temperate",4.467064595e-07,4.39820652174358e-07,4.42416429e-07,5.40294178e-07
"54","77.2","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,5,15.2999691887847,68157,57729,"Temperate",4.44189623375e-07,4.3443207236737e-07,4.31547547e-07,5.729164003e-07
"55","77.3","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,7,15.3395836084335,68157,57702,"Temperate",4.578120005e-07,4.43774030708639e-07,4.41071149e-07,6.005363594e-07
"56","78.1","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,0.5,24.3902081286027,68179,51550,"Temperate",4.14602446625e-07,4.0464618151742e-07,4.147236105e-07,5.193106088e-07
"57","78.2","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,1,17.8500711362736,68179,56009,"Temperate",4.299584765e-07,4.23627407120673e-07,4.239108415e-07,5.096516496e-07
"58","78.3","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,2,19.6600126138547,68179,54775,"Temperate",4.32226203625e-07,4.27566251605865e-07,4.13494356e-07,5.041642677e-07
"59","78.4","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,4,15.699848927089,68179,57475,"Temperate",4.1225757975e-07,4.06708527188983e-07,4.0084408e-07,4.848952568e-07
"60","78.5","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,8,24.6102172223119,68179,51400,"Temperate",3.69303928125e-07,3.49836872651062e-07,3.871822815e-07,4.623542157e-07
"61","79.1","Germany, North Sea",6.583333,54,"2010-09-23 3:15:00","2020-07-03 2:22:00",3571,9.783,60,3,68.6502380285634,85704,26868,"Temperate",2.793038965e-07,2.73482298139507e-07,2.786402575e-07,3.509095233e-07
"62","79.2","Germany, North Sea",6.583333,54,"2010-09-23 0:15:00","2020-03-16 6:22:00",3462,9.486,60,6,64.7800710030688,83095,29266,"Temperate",2.84228914625e-07,2.7669752783484e-07,3.18298063e-07,3.366996743e-07
"63","80.1","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-23 1:29:00",3078,8.432,60,6,83.0494706344264,73862,12520,"Temperate",2.528916424e-07,2.37985650593617e-07,2.77081167e-07,3.30791463e-07
"64","80.2","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-25 8:29:00",3080,8.438,60,12,84.5705318127089,73917,11405,"Temperate",2.269203692e-07,2.17272663595882e-07,2.54592495e-07,2.789260938e-07
"65","81.1","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-02-03 23:41:00",3424,9.381,60,6,60.3799070310789,82178,32559,"Temperate",2.48752116777778e-07,1.96688023965013e-07,2.76977334e-07,3.972656228e-07
"66","81.2","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-04-08 13:41:00",3489,9.558,60,10,61.6995617962771,83751,32077,"Temperate",3.803914358e-07,3.24665887544615e-07,3.2514452e-07,5.270409213e-07
"67","82.1","Germany, North Sea",6.783333,54.68333,"2011-08-08 20:45:00","2018-09-14 5:27:00",2593,7.105,60,4,78.9298839691226,62311,13129,"Temperate",3.195757e-07,3.10277628674957e-07,3.214456435e-07,3.984728095e-07
"68","82.2","Germany, North Sea",6.783333,54.68333,"2010-09-23 12:45:00","2020-07-03 6:27:00",3571,9.783,60,6,73.8495260525365,85769,22429,"Temperate",2.60332027375e-07,2.56342656878297e-07,2.804345235e-07,2.890834964e-07
"69","82.3","Germany, North Sea",6.783333,54.68333,"2011-08-10 1:45:00","2020-07-03 6:27:00",3250,8.905,60,11,73.5706234950561,78076,20635,"Temperate",2.75211603142857e-07,2.54827218710614e-07,2.55099671e-07,3.734440532e-07
"70","83","Germany, Heligoland",7.867,54.16,"2015-04-12 0:23:00","2018-09-25 11:39:00",1262,3.459,30,0.5,57.0299480240904,60605,26042,"Temperate",3.2446059225e-07,3.19451553577981e-07,3.442767965e-07,3.673765423e-07
"71","84","Germany, Heligoland",7.891111,54.17972,"2011-04-20 14:31:00","2020-07-03 6:02:00",3362,9.21,30,0.5,56.1797544074755,161487,70764,"Temperate",4.04669044e-07,3.9356486723819e-07,3.70053393e-07,4.88426272e-07
"72","85","Germany, North Sea",8.117,54,"2011-04-20 11:12:00","2020-07-03 3:36:00",3362,9.21,30,0.5,46.5699992570396,161516,86298,"Temperate",3.666167004e-07,3.48145643470082e-07,4.0043589e-07,4.575490002e-07
"73","86","Germany, Elbe River Estuary",8.943783,53.85905,"2012-03-15 0:00:00","2013-10-30 8:30:00",594,1.628,10,3,22.4996494835725,85588,66331,"Temperate",5.37445815e-07,5.32906719631106e-07,5.37445815e-07,5.93207779e-07
"74","87","Germany, Jade Bight",8.188217,53.516566,"2007-04-11 12:20:00","2011-11-14 14:40:00",1678,4.598,10,4,9.81017765583682,241647,217941,"Temperate",5.185798874e-07,5.10179274904614e-07,5.43219029e-07,5.885105724e-07
"75","88.1","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,3,57.5093331009137,68841,29251,"Temperate",3.02179089571429e-07,2.75690643496018e-07,3.03199357e-07,4.422846594e-07
"76","88.2","Germany, North Sea",6.333333,55,"2011-05-21 16:30:00","2019-03-19 7:25:00",2859,7.832,60,6,57.369680272602,68965,29400,"Temperate",2.56456216571429e-07,2.3809866610417e-07,2.70538548e-07,3.414736458e-07
"77","88.3","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,11,55.2398641785414,68914,30846,"Temperate",2.70622122e-07,2.5564437741528e-07,2.98874848e-07,3.632968542e-07
"78","89.1","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,5,8.65952612788056,61620,56284,"Temperate",6.134998655e-07,5.04843956437938e-07,7.169058365e-07,7.493407319e-07
"79","89.2","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,10,1.31937682570594,61620,60807,"Temperate",5.28399780125e-07,4.33913570618027e-07,5.958091585e-07,6.687518625e-07
"80","95.1","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,5,0.337322303429443,12451,12409,"Temperate",6.41644508e-07,6.38542223653209e-07,6.41644508e-07,6.920603992e-07
"81","95.2","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,10,1.71873745080716,12451,12237,"Temperate",6.31659371e-07,6.28849685147244e-07,6.31659371e-07,6.792686774e-07
"82","98","Ecuador, Cerro Mundo",-82.581667,-0.871389,"2019-07-28 12:15:00","2020-08-26 13:30:00",395.0520833,1.082,15,8,0,37926,37926,"Tropical",4.00192526e-07,2.94702245915066e-07,4.00192526e-07,6.167911692e-07
"83","102","Spain, Columbretes Nature Reserve",0.682778,39.897111,"2004-06-28 20:00:00","2020-10-21 16:00:00",5958.833333,16.326,60,5,0.0699232242997189,143014,142914,"Temperate",6.49067361529412e-07,6.45736519018314e-07,6.5704621e-07,7.185673082e-07
"84","103","Canada, Bay Bulls",-52.79167,47.30972,"2011-01-18 1:30:00","2015-03-21 9:30:00",1523.333333,4.174,30,4,19.1597604004267,73122,59112,"Temperate",2.379316726e-07,1.64671349875176e-07,2.77762637e-07,3.282241562e-07
"85","107","Hawaii, Kaneohe Bay",-157.7843583,21.43118497,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,3,18.9901333547742,87061,70528,"Subtropical",5.07246574e-07,5.0723469400993e-07,5.07246574e-07,5.100238564e-07
"86","108","Hawaii, Kaneohe Bay",-157.7728388,21.41945634,"2017-07-19 18:00:00","2019-10-03 15:00:00",805.875,2.208,10,1.2,48.8698544555223,116047,59335,"Subtropical",4.55223888666667e-07,4.41845783290122e-07,4.59355032e-07,5.604278856e-07
"87","109","Hawaii, Kaneohe Bay",-157.7836392,21.42834351,"2017-07-25 18:10:00","2019-05-20 22:40:00",664.1875,1.82,10,3,23.2204842959307,95644,73435,"Subtropical",5.009455415e-07,5.00501848305146e-07,5.009455415e-07,5.178089531e-07
"88","110","Hawaii, Kaneohe Bay",-157.7837221,21.42788644,"2017-07-25 18:00:00","2019-09-29 6:00:00",795.5,2.179,10,3.5,19.3901512836853,114553,92341,"Subtropical",4.00167875e-07,3.64510897071135e-07,4.73196058e-07,5.238800532e-07
"89","111","Hawaii, Kaneohe Bay",-157.7920745,21.43665098,"2017-07-14 18:00:00","2019-10-03 15:00:00",810.875,2.222,10,0.7,17.5400584069129,116767,96286,"Subtropical",5.41955712333333e-07,5.11164865814294e-07,6.08581191e-07,6.871297422e-07
"90","112","Hawaii, Kaneohe Bay",-157.7844176,21.43141631,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,2.6,18.9901333547742,87061,70528,"Subtropical",4.901874805e-07,4.89805629446033e-07,4.901874805e-07,5.056631161e-07
"91","113","Hawaii, Kaneohe Bay",-157.7956053,21.45189766,"2017-07-12 18:00:00","2019-10-03 11:00:00",812.7083333,2.227,10,1.2,13.0700412711162,117031,101735,"Subtropical",4.29694768e-07,3.99411452442822e-07,5.20898337e-07,5.384609378e-07
"92","114","Hawaii, Kaneohe Bay",-157.7959912,21.44945819,"2017-08-15 18:00:00","2019-05-18 15:50:00",640.9097222,1.756,10,0.5,54.0902786807091,92292,42371,"Subtropical",4.384032825e-07,4.26961025088503e-07,4.384032825e-07,5.180091965e-07
"93","115","Hawaii, Kaneohe Bay",-157.8015228,21.43813717,"2017-08-22 18:00:00","2019-08-31 23:50:00",739.2430556,2.025,10,0.5,38.5300417089392,106452,65436,"Subtropical",5.42888768333333e-07,4.76712687295987e-07,4.4263741e-07,8.245237748e-07
"94","116","Hawaii, Kaneohe Bay",-157.7969448,21.45526048,"2017-07-14 18:00:00","2019-09-18 15:00:00",795.875,2.18,10,2.4,19.6296910310889,114607,92110,"Subtropical",4.50285641e-07,4.47756714091931e-07,4.69290414e-07,4.903261324e-07
"95","117","Hawaii, Kaneohe Bay",-157.7954312,21.45097389,"2017-07-14 18:00:00","2019-10-03 12:00:00",810.75,2.221,10,1.5,17.3003623157372,116749,96551,"Subtropical",4.73257995333333e-07,4.44494843841069e-07,4.80252318e-07,6.2741787e-07
"96","118","Hawaii, Kaneohe Bay",-157.79744,21.45460401,"2017-07-14 18:00:00","2019-10-01 11:00:00",808.7083333,2.216,10,2.1,19.3199089777167,116455,93956,"Subtropical",3.84940841333333e-07,3.57346238073403e-07,4.53360382e-07,4.908827428e-07
"97","119","Hawaii, Kaneohe Bay",-157.8195752,21.47039099,"2018-07-12 18:00:00","2019-07-05 7:50:00",357.5763889,0.98,10,1.4,9.90056707838111,51492,46394,"Subtropical",6.30978198e-07,6.30978198e-07,6.30978198e-07,6.30978198e-07
"98","120","Hawaii, Kaneohe Bay",-157.8209955,21.47049568,"2017-07-19 18:00:00","2019-03-25 8:00:00",613.5833333,1.681,10,1,16.2703577532057,88357,73981,"Subtropical",6.46496269e-07,6.46038343902994e-07,6.46496269e-07,6.659592026e-07
"99","121","Hawaii, Kaneohe Bay",-157.8226816,21.46056287,"2017-07-20 18:00:00","2019-06-30 0:10:00",709.2569444,1.943,10,1,14.4995789844714,102134,87325,"Subtropical",9.79311733e-07,9.66197162087991e-07,9.79311733e-07,1.1070978402e-06
"100","122","Hawaii, Kaneohe Bay",-157.8216828,21.4668835,"2017-07-19 18:00:00","2019-10-03 10:00:00",805.6666667,2.207,10,0.9,48.6299421636484,116017,59598,"Subtropical",4.30430865e-07,4.17501335135694e-07,4.26453542e-07,5.3348367e-07
"101","123","Hawaii, Kaneohe Bay",-157.8210831,21.46947225,"2017-07-19 18:00:00","2019-10-02 14:30:00",804.8541667,2.205,10,0.9,14.6902502157032,115900,98874,"Subtropical",1.21104887166667e-06,1.1635249933809e-06,1.254429e-06,1.5212592456e-06
"102","124","Hawaii, Kaneohe Bay",-157.8216664,21.46739714,"2017-07-19 18:00:00","2019-10-03 9:30:00",805.6458333,2.207,10,0.7,10.449600910235,116014,103891,"Subtropical",6.30305479333333e-07,5.84698102956579e-07,6.47234695e-07,8.501271886e-07
"103","125","Hawaii, Kaneohe Bay",-157.8329455,21.47694941,"2017-07-21 18:00:00","2019-10-02 11:00:00",802.7083333,2.199,10,1.4,35.8600583090379,115591,74140,"Subtropical",4.9461661e-07,4.67768957965951e-07,4.30600593e-07,6.666956738e-07
"104","126","Hawaii, Kaneohe Bay",-157.8264895,21.47704119,"2017-07-21 18:00:00","2019-10-02 11:30:00",802.7291667,2.199,10,1.4,35.8496115715349,115594,74154,"Subtropical",3.87410128333333e-07,3.6634311342604e-07,3.2168149e-07,5.239485908e-07
"105","127","Hawaii, Kaneohe Bay",-157.8254695,21.47680893,"2017-07-20 18:00:00","2019-10-02 13:00:00",803.7916667,2.202,10,1.4,18.6899012501404,115747,94114,"Subtropical",4.52446837666667e-07,4.28480427923627e-07,5.18757843e-07,5.63532935e-07
"106","128","Hawaii, Kaneohe Bay",-157.8226305,21.47468311,"2017-07-20 18:00:00","2019-08-03 18:00:00",744,2.038,10,1.1,18.1804605318424,107137,87659,"Subtropical",4.09080930666667e-07,3.37885182839783e-07,5.18831034e-07,5.679941116e-07
"107","129","Hawaii, Kaneohe Bay",-157.8339457,21.47959482,"2017-07-21 18:00:00","2019-08-30 22:20:00",770.1805556,2.11,10,1.5,15.219959064802,110907,94027,"Subtropical",5.76688307666667e-07,5.55172427035328e-07,6.23920429e-07,7.095294122e-07
