"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc"
"11","9.3","Belize, Stann Creek, Cat Cay",-88.196906,16.651963,"2001-03-18 20:10:00","2005-08-02 23:40:00",1598,4.378,10,5,46.5498361823981,230134,123007,"Tropical",5.7182037e-07,5.7182037e-07,5.7182037e-07,5.7182037e-07
"12","9.4","Belize, Stann Creek, Cat Cay",-88.196906,16.651963,"2001-03-18 20:10:00","2005-08-02 23:40:00",1598,4.378,10,10,49.8300989858083,230134,115458,"Tropical",NA,NA,NA,NA
"13","10.1","Belize, Stann Creek, Channel Cay",-88.13632,16.662761,"2001-03-18 20:10:00","2005-08-02 23:40:00",1598,4.378,10,5,60.6998531290466,230134,90443,"Tropical",NA,NA,NA,NA
"14","10.2","Belize, Stann Creek, Channel Cay",-88.13632,16.662761,"2001-03-18 20:10:00","2005-01-01 9:40:00",1385,3.793,10,10,64.8898073007052,199378,70002,"Tropical",NA,NA,NA,NA
"15","11","Belize, Stann Creek, Manatee Cay",-88.192316,16.666483,"2000-08-13 4:50:00","2002-07-05 1:50:00",691,1.893,10,5,55.7201877745499,99481,44050,"Tropical",NA,NA,NA,NA
"16","12.1","Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,"2001-03-18 19:00:00","2003-03-29 0:50:00",740,2.028,10,5,46.0195504521746,106596,57541,"Tropical",NA,NA,NA,NA
"17","12.2","Belize, Stann Creek, Manatee Cay",-88.187625,16.665048,"2000-08-05 19:10:00","2001-03-18 16:40:00",225,0.616,10,10,0,32386,32386,"Tropical",NA,NA,NA,NA
"18","13","Belize, Toledo, Sapodilla Cayes",-88.57228,16.19172,"2002-06-14 14:30:00","2007-11-12 19:30:00",1150,4.183,15,5,12.4183244674391,164676,144226,"Tropical",5.16339895e-07,5.10535638853768e-07,5.40943423e-07,5.832385142e-07
"19","14","Belize, Toledo, Snake Cayes",-88.26666,16.108138,"2002-07-12 12:30:00","2007-07-31 18:00:00",1122,4.034,15,5,0.628824748229172,124518,123735,"Tropical",4.6870105925e-07,4.62705590940028e-07,4.851546615e-07,5.379126991e-07
"20","27","Israel, Hadera Station",34.86307,32.47053,"2011-03-22 8:01:00","2020-06-10 4:51:00",3368,9.227,10,12,38.2000370744166,485510,300045,"Subtropical",NA,NA,NA,NA
"21","28","Israel, Ashkelon Station",34.49917,31.63472,"2012-07-27 4:50:00","2020-06-10 4:51:00",2875,7.877,10,11,53.1398994266061,414026,194013,"Subtropical",NA,NA,NA,NA
"22","29","South Africa, Tsitsikamma ",23.8997,-34.0228,"1991-06-29 14:00:00","2015-11-17 11:00:00",2941,23.672,60,10,0.040506719775477,207373,207289,"Subtropical",4.06586342391304e-07,4.03556818245031e-07,4.16473536e-07,4.602115864e-07
"23","30.1","South Africa, Tsitsikamma ",23.8752,-34.0453,"1997-07-31 8:00:00","2004-12-31 21:00:00",519,6.511,60,12,0.354162283470089,57036,56834,"Subtropical",4.204421805e-07,4.19525995908052e-07,4.27709697e-07,4.46780727e-07
"24","31","South Africa, Mangold ",25.5867,-34.0487,"1992-01-28 15:00:00","2005-11-17 10:00:00",1921,10.9,60,5,5.63810959965652,95493,90109,"Subtropical",4.19055191777778e-07,4.17094305225211e-07,4.20058462e-07,4.572883872e-07
"25","32","United Kingdom, English Channel",-4.13,50.15,"2009-03-17 1:05:00","2019-11-18 10:05:00",268,7.61,60,1.5,18.1756827691708,66677,54558,"Temperate",NA,NA,NA,NA
"26","33.1","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.109,60,5,17.0602486872743,106077,87980,"Temperate",4.499114395e-07,4.45527484168303e-07,4.460854675e-07,5.205695505e-07
"27","33.2","Spain, Cap de Creus North (Portalo)",3.286557,42.33346,"2007-05-22 18:00:00","2019-06-28 10:00:00",4420,12.109,60,10,9.80042799098768,106077,95681,"Temperate",4.35561967222222e-07,4.31984767680613e-07,4.24508858e-07,5.084949724e-07
"28","34.1","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.509,60,5,21.350075378878,100824,79298,"Temperate",4.899323508e-07,4.86568604713885e-07,5.32178767e-07,5.374234684e-07
"29","34.2","Spain, Cap de Creus South (El-Gat)",3.261413,42.236976,"2007-05-23 17:00:00","2018-11-22 13:00:00",4201,11.509,60,10,25.460207887011,100824,75154,"Temperate",4.59012843e-07,4.56629216729329e-07,4.35289913e-07,5.07506045e-07
"30","35.1","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,16.967,60,5,21.8997450232439,148641,116089,"Temperate",5.06522188333333e-07,5.04412835919921e-07,4.952155735e-07,5.65454373e-07
"31","35.2","Spain, Medes Islands (Pota-del-Llop)",3.2254,42.0497,"2002-07-18 11:00:00","2019-07-02 10:00:00",6193,16.967,60,10,6.96981317402332,148641,138281,"Temperate",4.55555420666667e-07,4.51694703492172e-07,4.46431169e-07,5.256533708e-07
"32","36.1","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 9:00:00",6724,18.422,60,5,29.929978931714,161380,113079,"Temperate",NA,NA,NA,NA
"33","36.2","France, Riou Nature Reserve",5.389873,43.171963,"1999-06-24 12:00:00","2017-11-20 9:00:00",6724,18.422,60,10,1.30995166687322,161380,159266,"Temperate",4.95601468944444e-07,4.90928143756206e-07,4.987338495e-07,5.649067996e-07
"34","37.1","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 9:00:00",6963,19.076,60,5,34.4897946971918,167119,109480,"Temperate",NA,NA,NA,NA
"35","37.2","France, Port-Cros National Park",6.377994,43.016405,"1999-06-17 11:00:00","2018-07-10 9:00:00",6963,19.076,60,10,13.5998898988146,167119,144391,"Temperate",5.23373526333333e-07,5.20363316516355e-07,5.29493294e-07,5.934524874e-07
"36","38.1","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,5,22.3600129540841,126601,98293,"Temperate",6.462630998e-07,6.38836999630954e-07,6.6245827e-07,7.292129254e-07
"37","38.2","France, Scandola Nature Reserve",8.54635,42.3802,"2004-05-15 12:00:00","2018-10-24 9:00:00",5275,14.452,60,10,7.43990963736463,126601,117182,"Temperate",5.77640606090909e-07,5.73329467115303e-07,6.00208036e-07,6.49271742e-07
"38","50","Tasmania, Cape Grim",144.6793,-40.6697,"2012-11-03 13:30:00","2013-11-10 16:30:00",372,1.02,30,10,0,17863,17863,"Temperate",2.85594779e-07,2.85594779e-07,2.85594779e-07,2.85594779e-07
"39","52","Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2007-12-06 15:08:00",898,2.46,60,11.7,0,21552,21552,"Temperate",1.604487555e-07,1.60430924742837e-07,1.604487555e-07,1.623623327e-07
"40","53","Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2006-07-20 12:33:00",310,0.849,60,8,0,7440,7440,"Temperate",NA,NA,NA,NA
"41","56","Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2007-08-23 17:01:00",910,2.493,60,6,0,21840,21840,"Temperate",9.98890565e-08,9.56015853456794e-08,9.98890565e-08,1.230498577e-07
"42","57","Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2007-09-12 16:00:00",469,1.284,60,10.2,0,11253,11253,"Temperate",1.72560977e-07,1.72560977e-07,1.72560977e-07,1.72560977e-07
"43","59","Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2007-08-15 19:58:00",562,1.54,60,8,0,13491,13491,"Temperate",2.44394009e-07,2.44394009e-07,2.44394009e-07,2.44394009e-07
"44","60","Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2008-01-24 18:10:00",416,1.14,60,9,0,9984,9984,"Temperate",2.77910089e-07,2.77910089e-07,2.77910089e-07,2.77910089e-07
"45","61","Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2007-04-06 0:59:00",239,1.887,60,10.2,0,27315,27315,"Temperate",2.25269043e-07,2.25269043e-07,2.25269043e-07,2.25269043e-07
"46","62","Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2007-04-06 0:59:00",450,1.232,30,12,0,21578,21578,"Temperate",2.04153176e-07,2.04153176e-07,2.04153176e-07,2.04153176e-07
"47","63","Tasmania, Cape Peron",148.0126,-42.7432,"2007-08-28 19:14:00","2010-01-13 14:14:00",869,2.38,60,12,0,20853,20853,"Temperate",1.748689515e-07,1.74705606967733e-07,1.748689515e-07,1.809141727e-07
"48","65","Tasmania, Swansea",148.0925,-42.1239,"2006-03-06 16:23:00","2007-05-16 14:23:00",436,1.194,60,8.3,0,10462,10462,"Temperate",3.28595572e-07,3.28595572e-07,3.28595572e-07,3.28595572e-07
"49","71","Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2007-05-21 19:24:00",719,1.969,60,11,0,17249,17249,"Temperate",2.572526235e-07,2.55776994339134e-07,2.572526235e-07,2.792641327e-07
"50","76.1","Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00",2825,7.74,60,1,62.3700317085761,67805,25515,"Temperate",NA,NA,NA,NA
"51","76.2","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00",2825,7.74,60,3,64.6506208890069,67806,23969,"Temperate",NA,NA,NA,NA
"52","76.3","Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 6:29:00",2577,7.059,60,10,68.2998609359335,61842,19604,"Temperate",NA,NA,NA,NA
"53","77.1","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,2,15.3293132033393,68157,57709,"Temperate",4.46551139285714e-07,4.38693293347174e-07,4.37039157e-07,5.43489512e-07
"54","77.2","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,5,15.2999691887847,68157,57729,"Temperate",4.20575637714286e-07,4.13919365614235e-07,4.25106075e-07,4.990801564e-07
"55","77.3","Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00",2840,7.78,60,7,15.3395836084335,68157,57702,"Temperate",4.22667963571429e-07,4.15477601269178e-07,4.23817086e-07,5.051450462e-07
"56","78.1","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,0.5,24.3902081286027,68179,51550,"Temperate",4.809951215e-07,4.80734385404006e-07,4.809951215e-07,4.936633835e-07
"57","78.2","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,1,17.8500711362736,68179,56009,"Temperate",4.54407657666667e-07,4.49556026108436e-07,4.5191354e-07,5.2768532e-07
"58","78.3","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,2,19.6600126138547,68179,54775,"Temperate",4.683591298e-07,4.65021596288423e-07,4.6868679e-07,5.325079764e-07
"59","78.4","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,4,15.699848927089,68179,57475,"Temperate",4.15936862142857e-07,4.09680062206634e-07,4.09116015e-07,4.929323014e-07
"60","78.5","Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00",2841,7.783,60,8,24.6102172223119,68179,51400,"Temperate",4.132093872e-07,4.08954583138374e-07,4.27118897e-07,4.724840034e-07
"61","79.1","Germany, North Sea",6.583333,54,"2010-09-23 3:15:00","2020-07-03 2:22:00",3571,9.783,60,3,68.6502380285634,85704,26868,"Temperate",NA,NA,NA,NA
"62","79.2","Germany, North Sea",6.583333,54,"2010-09-23 0:15:00","2020-03-16 6:22:00",3462,9.486,60,6,64.7800710030688,83095,29266,"Temperate",3.26405652e-07,3.26405652e-07,3.26405652e-07,3.26405652e-07
"63","80.1","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-23 1:29:00",3078,8.432,60,6,83.0494706344264,73862,12520,"Temperate",NA,NA,NA,NA
"64","80.2","Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-25 8:29:00",3080,8.438,60,12,84.5705318127089,73917,11405,"Temperate",NA,NA,NA,NA
"65","81.1","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-02-03 23:41:00",3424,9.381,60,6,60.3799070310789,82178,32559,"Temperate",2.76977334e-07,2.76977334e-07,2.76977334e-07,2.76977334e-07
"66","81.2","Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-04-08 13:41:00",3489,9.558,60,10,61.6995617962771,83751,32077,"Temperate",2.68061953e-07,2.68061953e-07,2.68061953e-07,2.68061953e-07
"67","82.1","Germany, North Sea",6.783333,54.68333,"2011-08-08 20:45:00","2018-09-14 5:27:00",2593,7.105,60,4,78.9298839691226,62311,13129,"Temperate",NA,NA,NA,NA
"68","82.2","Germany, North Sea",6.783333,54.68333,"2010-09-23 12:45:00","2020-07-03 6:27:00",3571,9.783,60,6,73.8495260525365,85769,22429,"Temperate",NA,NA,NA,NA
"69","82.3","Germany, North Sea",6.783333,54.68333,"2011-08-10 1:45:00","2020-07-03 6:27:00",3250,8.905,60,11,73.5706234950561,78076,20635,"Temperate",NA,NA,NA,NA
"70","83","Germany, Heligoland",7.867,54.16,"2015-04-12 0:23:00","2018-09-25 11:39:00",1262,3.459,30,0.5,57.0299480240904,60605,26042,"Temperate",NA,NA,NA,NA
"71","84","Germany, Heligoland",7.891111,54.17972,"2011-04-20 14:31:00","2020-07-03 6:02:00",3362,9.21,30,0.5,56.1797544074755,161487,70764,"Temperate",NA,NA,NA,NA
"72","85","Germany, North Sea",8.117,54,"2011-04-20 11:12:00","2020-07-03 3:36:00",3362,9.21,30,0.5,46.5699992570396,161516,86298,"Temperate",NA,NA,NA,NA
"73","86","Germany, Elbe River Estuary",8.943783,53.85905,"2012-03-15 0:00:00","2013-10-30 8:30:00",594,1.628,10,3,22.4996494835725,85588,66331,"Temperate",NA,NA,NA,NA
"74","87","Germany, Jade Bight",8.188217,53.516566,"2007-04-11 12:20:00","2011-11-14 14:40:00",1678,4.598,10,4,9.81017765583682,241647,217941,"Temperate",5.5952721325e-07,5.58676616073636e-07,5.484372415e-07,5.943197588e-07
"75","88.1","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,3,57.5093331009137,68841,29251,"Temperate",NA,NA,NA,NA
"76","88.2","Germany, North Sea",6.333333,55,"2011-05-21 16:30:00","2019-03-19 7:25:00",2859,7.832,60,6,57.369680272602,68965,29400,"Temperate",NA,NA,NA,NA
"77","88.3","Germany, North Sea",6.333333,55,"2011-05-27 11:30:00","2019-03-19 7:25:00",2853,7.816,60,11,55.2398641785414,68914,30846,"Temperate",NA,NA,NA,NA
"78","89.1","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,5,8.65952612788056,61620,56284,"Temperate",7.138647195e-07,7.11739659577279e-07,7.29373131e-07,7.569539005e-07
"79","89.2","Croatia, Kornati",15.22,43.836389,"2009-05-09 23:00:00","2016-05-20 10:00:00",2567,7.034,60,10,1.31937682570594,61620,60807,"Temperate",5.96791650428571e-07,5.91415343611223e-07,6.29667988e-07,6.70987756e-07
"80","95.1","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,5,0.337322303429443,12451,12409,"Temperate",7.04664372e-07,7.04664372e-07,7.04664372e-07,7.04664372e-07
"81","95.2","Turkey, Kas Kovanli island",29.62139,36.15194,"2014-07-22 11:00:00","2015-12-23 4:00:00",519,1.421,60,10,1.71873745080716,12451,12237,"Temperate",6.91171004e-07,6.91171004000001e-07,6.91171004e-07,6.91171004e-07
"82","98","Ecuador, Cerro Mundo",-82.581667,-0.871389,"2019-07-28 12:15:00","2020-08-26 13:30:00",395.0520833,1.082,15,8,0,37926,37926,"Tropical",6.7094083e-07,6.70940829999999e-07,6.7094083e-07,6.7094083e-07
"83","102","Spain, Columbretes Nature Reserve",0.682778,39.897111,"2004-06-28 20:00:00","2020-10-21 16:00:00",5958.833333,16.326,60,5,0.0699232242997189,143014,142914,"Temperate",6.597711498125e-07,6.58007039762165e-07,6.57351987e-07,7.201425265e-07
"84","103","Canada, Bay Bulls",-52.79167,47.30972,"2011-01-18 1:30:00","2015-03-21 9:30:00",1523.333333,4.174,30,4,19.1597604004267,73122,59112,"Temperate",2.84773200333333e-07,2.82240932817803e-07,2.77762637e-07,3.23357693e-07
"85","107","Hawaii, Kaneohe Bay",-157.7843583,21.43118497,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,3,18.9901333547742,87061,70528,"Subtropical",NA,NA,NA,NA
"86","108","Hawaii, Kaneohe Bay",-157.7728388,21.41945634,"2017-07-19 18:00:00","2019-10-03 15:00:00",805.875,2.208,10,1.2,48.8698544555223,116047,59335,"Subtropical",5.85696099e-07,5.85696099000001e-07,5.85696099e-07,5.85696099e-07
"87","109","Hawaii, Kaneohe Bay",-157.7836392,21.42834351,"2017-07-25 18:10:00","2019-05-20 22:40:00",664.1875,1.82,10,3,23.2204842959307,95644,73435,"Subtropical",NA,NA,NA,NA
"88","110","Hawaii, Kaneohe Bay",-157.7837221,21.42788644,"2017-07-25 18:00:00","2019-09-29 6:00:00",795.5,2.179,10,3.5,19.3901512836853,114553,92341,"Subtropical",5.36551052e-07,5.36551052e-07,5.36551052e-07,5.36551052e-07
"89","111","Hawaii, Kaneohe Bay",-157.7920745,21.43665098,"2017-07-14 18:00:00","2019-10-03 15:00:00",810.875,2.222,10,0.7,17.5400584069129,116767,96286,"Subtropical",6.576740355e-07,6.55839179669646e-07,6.576740355e-07,6.969483111e-07
"90","112","Hawaii, Kaneohe Bay",-157.7844176,21.43141631,"2017-07-25 18:00:00","2019-03-22 8:00:00",604.5833333,1.656,10,2.6,18.9901333547742,87061,70528,"Subtropical",NA,NA,NA,NA
"91","113","Hawaii, Kaneohe Bay",-157.7956053,21.45189766,"2017-07-12 18:00:00","2019-10-03 11:00:00",812.7083333,2.227,10,1.2,13.0700412711162,117031,101735,"Subtropical",5.318749625e-07,5.31761684805335e-07,5.318749625e-07,5.406562629e-07
"92","114","Hawaii, Kaneohe Bay",-157.7959912,21.44945819,"2017-08-15 18:00:00","2019-05-18 15:50:00",640.9097222,1.756,10,0.5,54.0902786807091,92292,42371,"Subtropical",NA,NA,NA,NA
"93","115","Hawaii, Kaneohe Bay",-157.8015228,21.43813717,"2017-08-22 18:00:00","2019-08-31 23:50:00",739.2430556,2.025,10,0.5,38.5300417089392,106452,65436,"Subtropical",NA,NA,NA,NA
"94","116","Hawaii, Kaneohe Bay",-157.7969448,21.45526048,"2017-07-14 18:00:00","2019-09-18 15:00:00",795.875,2.18,10,2.4,19.6296910310889,114607,92110,"Subtropical",4.82437738e-07,4.82258560233197e-07,4.82437738e-07,4.929555972e-07
"95","117","Hawaii, Kaneohe Bay",-157.7954312,21.45097389,"2017-07-14 18:00:00","2019-10-03 12:00:00",810.75,2.221,10,1.5,17.3003623157372,116749,96551,"Subtropical",5.72230788e-07,5.64790258230044e-07,5.72230788e-07,6.45813564e-07
"96","118","Hawaii, Kaneohe Bay",-157.79744,21.45460401,"2017-07-14 18:00:00","2019-10-01 11:00:00",808.7083333,2.216,10,2.1,19.3199089777167,116455,93956,"Subtropical",4.768118575e-07,4.76234790570233e-07,4.768118575e-07,4.955730379e-07
"97","119","Hawaii, Kaneohe Bay",-157.8195752,21.47039099,"2018-07-12 18:00:00","2019-07-05 7:50:00",357.5763889,0.98,10,1.4,9.90056707838111,51492,46394,"Subtropical",6.30978198e-07,6.30978198e-07,6.30978198e-07,6.30978198e-07
"98","120","Hawaii, Kaneohe Bay",-157.8209955,21.47049568,"2017-07-19 18:00:00","2019-03-25 8:00:00",613.5833333,1.681,10,1,16.2703577532057,88357,73981,"Subtropical",6.22167602e-07,6.22167602e-07,6.22167602e-07,6.22167602e-07
"99","121","Hawaii, Kaneohe Bay",-157.8226816,21.46056287,"2017-07-20 18:00:00","2019-06-30 0:10:00",709.2569444,1.943,10,1,14.4995789844714,102134,87325,"Subtropical",9.79311733e-07,9.66197162087991e-07,9.79311733e-07,1.1070978402e-06
"100","122","Hawaii, Kaneohe Bay",-157.8216828,21.4668835,"2017-07-19 18:00:00","2019-10-03 10:00:00",805.6666667,2.207,10,0.9,48.6299421636484,116017,59598,"Subtropical",5.60241202e-07,5.60241202e-07,5.60241202e-07,5.60241202e-07
"101","123","Hawaii, Kaneohe Bay",-157.8210831,21.46947225,"2017-07-19 18:00:00","2019-10-02 14:30:00",804.8541667,2.205,10,0.9,14.6902502157032,115900,98874,"Subtropical",1.4211979035e-06,1.41137933020794e-06,1.4211979035e-06,1.5546130263e-06
"102","124","Hawaii, Kaneohe Bay",-157.8216664,21.46739714,"2017-07-19 18:00:00","2019-10-03 9:30:00",805.6458333,2.207,10,0.7,10.449600910235,116014,103891,"Subtropical",7.740425035e-07,7.63584688772616e-07,7.740425035e-07,8.754887503e-07
"103","125","Hawaii, Kaneohe Bay",-157.8329455,21.47694941,"2017-07-21 18:00:00","2019-10-02 11:00:00",802.7083333,2.199,10,1.4,35.8600583090379,115591,74140,"Subtropical",NA,NA,NA,NA
"104","126","Hawaii, Kaneohe Bay",-157.8264895,21.47704119,"2017-07-21 18:00:00","2019-10-02 11:30:00",802.7291667,2.199,10,1.4,35.8496115715349,115594,74154,"Subtropical",NA,NA,NA,NA
"105","127","Hawaii, Kaneohe Bay",-157.8254695,21.47680893,"2017-07-20 18:00:00","2019-10-02 13:00:00",803.7916667,2.202,10,1.4,18.6899012501404,115747,94114,"Subtropical",5.74726708e-07,5.74726708e-07,5.74726708e-07,5.74726708e-07
"106","128","Hawaii, Kaneohe Bay",-157.8226305,21.47468311,"2017-07-20 18:00:00","2019-08-03 18:00:00",744,2.038,10,1.1,18.1804605318424,107137,87659,"Subtropical",5.495579575e-07,5.48698282140374e-07,5.495579575e-07,5.741394963e-07
"107","129","Hawaii, Kaneohe Bay",-157.8339457,21.47959482,"2017-07-21 18:00:00","2019-08-30 22:20:00",770.1805556,2.11,10,1.5,15.219959064802,110907,94027,"Subtropical",6.774260435e-07,6.75309702010152e-07,6.774260435e-07,7.202305351e-07
"108","130","Hawaii, Kaneohe Bay",-157.8255025,21.47663006,"2017-12-21 18:00:00","2019-10-02 12:20:00",649.7638889,1.78,10,1.2,17.3597529043359,93567,77324,"Subtropical",5.58492617e-07,5.58492617e-07,5.58492617e-07,5.58492617e-07
"109","131","Hawaii, Kaneohe Bay",-157.8418562,21.49264318,"2017-07-26 18:00:00","2019-07-20 18:00:00",724,1.984,10,1.2,23.490029446464,104257,79767,"Subtropical",6.27975762e-07,6.27931934994252e-07,6.27975762e-07,6.33911022e-07
"110","132","Hawaii, Kaneohe Bay",-157.8279405,21.48684894,"2017-08-29 18:00:00","2019-03-20 8:00:00",567.5833333,1.555,10,2.7,14.5901900089315,81733,69808,"Subtropical",4.876347e-07,4.876347e-07,4.876347e-07,4.876347e-07
"111","133","Hawaii, Kaneohe Bay",-157.8293183,21.49226608,"2017-07-26 18:00:00","2019-05-21 4:10:00",663.4236111,1.818,10,2.4,23.3801578495614,95534,73198,"Subtropical",4.72231761e-07,4.72231761e-07,4.72231761e-07,4.72231761e-07
"112","134","Hawaii, Kaneohe Bay",-157.8276872,21.49068257,"2017-12-20 18:00:00","2019-08-03 8:50:00",590.6180556,1.618,10,3.5,14.5302763080541,85050,72692,"Subtropical",4.70541001e-07,4.70541001e-07,4.70541001e-07,4.70541001e-07
"113","135","Hawaii, Kaneohe Bay",-157.828215,21.48967842,"2017-07-26 18:00:00","2019-10-01 10:00:00",796.6666667,2.183,10,3.3,15.4697047619878,114721,96974,"Subtropical",4.81455652e-07,4.81290617863007e-07,4.81455652e-07,4.915396512e-07
"114","136","Hawaii, Kaneohe Bay",-157.8286639,21.493201,"2017-07-26 18:00:00","2019-10-01 8:00:00",796.5833333,2.182,10,3.2,15.4695795447611,114709,96964,"Subtropical",4.781223e-07,4.77962632685342e-07,4.781223e-07,4.880066072e-07
"115","137","Panama, Punta Donato",-82.14454,9.21583,"2015-06-05 9:15:00","2016-08-17 10:15:00",439.0416667,1.203,15,8,0,42149,42149,"Tropical",4.29216458e-07,4.29216458e-07,4.29216458e-07,4.29216458e-07
